FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
230811;1600;13;;;
230811;1700;59;;;
230811;1800;94;;;
230811;1900;68;;;
230811;2000;83;;;
230811;2100;75;;;
230811;2200;104;;;
230811;2300;128;;;
230812;0000;49;;;
230812;0100;26;;;
230812;0200;14;;;
230812;0300;23;;;
230812;0400;21;;;
230812;0500;6;;;
230812;0600;15;;;
230812;0700;30;;;
230812;0800;90;;;
230812;0900;91;;;
230812;1000;36;;;
230812;1100;89;;;
230812;1200;118;;;
230812;1300;298;;;
230812;1400;262;;;
230812;1500;318;;;
230812;1600;270;;;
230812;1700;255;;;
230812;1800;257;;;
230812;1900;297;;;
230812;2000;376;;;
230812;2100;384;;;
230812;2200;257;;;
230812;2300;271;;;
230813;0000;116;;;
230813;0100;;;;
230813;0200;142;;;
230813;0300;207;;;
230813;0400;183;;;
230813;0500;86;;;
230813;0600;119;;;
230813;0700;87;;;
230813;0800;80;;;
230813;0900;81;;;
230813;1000;93;;;
230813;1100;175;;;
230813;1200;113;;;
230813;1300;117;;;
230813;1400;94;;;
230813;1500;48;;;
230813;1600;46;;;
230813;1700;110;;;
230813;1800;204;;;
230813;1900;125;;;
230813;2000;52;;;
230813;2100;42;;;
230813;2200;29;;;
230813;2300;107;;;
230814;0000;64;;;
230814;0100;11;;;
230814;0200;7;;;
230814;0300;5;;;
230814;0400;15;;;
230814;0500;28;;;
230814;0600;17;;;
230814;0700;23;;;
230814;0800;48;;;
230814;0900;36;;;
230814;1000;34;;;
230814;1100;42;;;
230814;1200;50;;;
230814;1300;91;;;
230814;1400;73;;;
230814;1500;97;;;
230814;1600;111;;;
230814;1700;107;;;
230814;1800;149;;;
230814;1900;178;;;
230814;2000;177;;;
230814;2100;34;;;
230814;2200;13;;;
230814;2300;15;;;
230815;0000;36;;;
230815;0100;15;;;
230815;0200;21;;;
230815;0300;14;;;
230815;0400;8;;;
230815;0500;6;;;
230815;0600;17;;;
230815;0700;20;;;
230815;0800;29;;;
230815;0900;33;;;
230815;1000;19;;;
230815;1100;35;;;
230815;1200;26;;;
230815;1300;45;;;
230815;1400;;;;
230815;1500;;;;
230815;1600;41;;;
230815;1700;41;;;
230815;1800;39;;;
230815;1900;45;;;
230815;2000;62;;;
230815;2100;46;;;
230815;2200;45;;;
230815;2300;41;;;
230816;0000;33;;;
230816;0100;23;;;
230816;0200;13;;;
230816;0300;16;;;
230816;0400;12;;;
230816;0500;28;;;
230816;0600;24;;;
230816;0700;53;;;
230816;0800;40;;;
230816;0900;49;;;
230816;1000;75;;;
230816;1100;68;;;
230816;1200;88;;;
230816;1300;62;;;
230816;1400;45;;;
230816;1500;53;;;
230816;1600;71;;;
230816;1700;84;;;
230816;1800;128;;;
230816;1900;140;;;
230816;2000;121;;;
230816;2100;162;;;
230816;2200;154;;;
230816;2300;132;;;
230817;0000;132;;;
230817;0100;86;;;
230817;0200;72;;;
230817;0300;78;;;
230817;0400;49;;;
230817;0500;42;;;
230817;0600;64;;;
230817;0700;86;;;
230817;0800;128;;;
230817;0900;105;;;
230817;1000;68;;;
230817;1100;54;;;
230817;1200;63;;;
230817;1300;85;;;
230817;1400;93;;;
230817;1500;75;;;
230817;1600;81;;;
230817;1700;90;;;
230817;1800;81;;;
230817;1900;232;;;
230817;2000;138;;;
230817;2100;222;;;
230817;2200;180;;;
230817;2300;41;;;
230818;0000;53;;;
230818;0100;64;;;
230818;0200;22;;;
230818;0300;68;;;
230818;0400;97;;;
230818;0500;44;;;
230818;0600;70;;;
230818;0700;168;;;
230818;0800;101;;;
230818;0900;59;;;
230818;1000;27;;;
230818;1100;16;;;
230818;1200;12;;;
230818;1300;24;;;
230818;1400;21;;;
230818;1500;32;;;
230818;1600;28;;;
230818;1700;47;;;
230818;1800;358;;;
230818;1900;445;;;
230818;2000;486;;;
230818;2100;250;;;
230818;2200;218;;;
230818;2300;84;;;
230819;0000;232;;;
230819;0100;107;;;
230819;0200;21;;;
230819;0300;17;;;
230819;0400;32;;;
230819;0500;43;;;
230819;0600;74;;;
230819;0700;107;;;
230819;0800;50;;;
230819;0900;50;;;
230819;1000;43;;;
230819;1100;66;;;
230819;1200;42;;;
230819;1300;34;;;
230819;1400;39;;;
230819;1500;33;;;
230819;1600;51;;;
230819;1700;84;;;
230819;1800;84;;;
230819;1900;68;;;
230819;2000;127;;;
230819;2100;105;;;
230819;2200;95;;;
230819;2300;193;;;
230820;0000;105;;;
230820;0100;64;;;
230820;0200;52;;;
230820;0300;61;;;
230820;0400;45;;;
230820;0500;28;;;
230820;0600;42;;;
230820;0700;57;;;
230820;0800;59;;;
230820;0900;54;;;
230820;1000;101;;;
230820;1100;75;;;
230820;1200;55;;;
230820;1300;28;;;
230820;1400;27;;;
230820;1500;37;;;
230820;1600;51;;;
230820;1700;81;;;
230820;1800;120;;;
230820;1900;102;;;
230820;2000;102;;;
230820;2100;82;;;
230820;2200;63;;;
230820;2300;117;;;
230821;0000;112;;;
230821;0100;66;;;
230821;0200;55;;;
230821;0300;36;;;
230821;0400;28;;;
230821;0500;31;;;
230821;0600;39;;;
230821;0700;103;;;
230821;0800;92;;;
230821;0900;49;;;
230821;1000;67;;;
230821;1100;35;;;
230821;1200;31;;;
230821;1300;32;;;
230821;1400;23;;;
230821;1500;40;;;
230821;1600;32;;;
230821;1700;44;;;
230821;1800;67;;;
230821;1900;79;;;
230821;2000;144;;;
230821;2100;75;;;
230821;2200;89;;;
230821;2300;43;;;
230822;0000;45;;;
230822;0100;21;;;
230822;0200;1;;;
230822;0300;3;;;
230822;0400;3;;;
230822;0500;7;;;
230822;0600;9;;;
230822;0700;16;;;
230822;0800;23;;;
230822;0900;21;;;
230822;1000;17;;;
230822;1100;21;;;
230822;1200;18;;;
230822;1300;21;;;
230822;1400;21;;;
230822;1500;20;;;
230822;1600;13;;;
230822;1700;42;;;
230822;1800;42;;;
230822;1900;34;;;
230822;2000;83;;;
230822;2100;46;;;
230822;2200;75;;;
230822;2300;31;;;
230823;0000;24;;;
230823;0100;15;;;
230823;0200;8;;;
230823;0300;12;;;
230823;0400;9;;;
230823;0500;5;;;
230823;0600;18;;;
230823;0700;19;;;
230823;0800;28;;;
230823;0900;24;;;
230823;1000;21;;;
230823;1100;20;;;
230823;1200;24;;;
230823;1300;17;;;
230823;1400;18;;;
230823;1500;13;;;
230823;1600;20;;;
230823;1700;35;;;
230823;1800;39;;;
230823;1900;67;;;
230823;2000;63;;;
230823;2100;47;;;
230823;2200;24;;;
230823;2300;18;;;
230824;0000;15;;;
230824;0100;11;;;
230824;0200;27;;;
230824;0300;14;;;
230824;0400;11;;;
230824;0500;8;;;
230824;0600;16;;;
230824;0700;26;;;
230824;0800;24;;;
230824;0900;20;;;
230824;1000;19;;;
230824;1100;14;;;
230824;1200;22;;;
230824;1300;18;;;
230824;1400;15;;;
230824;1500;24;;;
230824;1600;;;;
230824;1700;31;;;
230824;1800;41;;;
230824;1900;78;;;
230824;2000;59;;;
230824;2100;38;;;
230824;2200;108;;;
230824;2300;82;;;
230825;0000;34;;;
230825;0100;53;;;
230825;0200;34;;;
230825;0300;44;;;
230825;0400;11;;;
230825;0500;7;;;
230825;0600;12;;;
230825;0700;62;;;
230825;0800;39;;;
230825;0900;23;;;
230825;1000;15;;;
230825;1100;18;;;
230825;1200;11;;;
230825;1300;14;;;
230825;1400;10;;;
230825;1500;15;;;
230825;1600;13;;;
230825;1700;22;;;
230825;1800;36;;;
230825;1900;68;;;
230825;2000;77;;;
230825;2100;53;;;
230825;2200;61;;;
230825;2300;23;;;
230826;0000;27;;;
230826;0100;22;;;
230826;0200;16;;;
230826;0300;3;;;
230826;0400;8;;;
230826;0500;11;;;
230826;0600;8;;;
230826;0700;15;;;
230826;0800;22;;;
230826;0900;21;;;
230826;1000;29;;;
230826;1100;23;;;
230826;1200;29;;;
230826;1300;24;;;
230826;1400;24;;;
230826;1500;22;;;
230826;1600;17;;;
230826;1700;23;;;
230826;1800;44;;;
230826;1900;31;;;
230826;2000;40;;;
230826;2100;25;;;
230826;2200;38;;;
230826;2300;18;;;
230827;0000;10;;;
230827;0100;7;;;
230827;0200;6;;;
230827;0300;5;;;
230827;0400;3;;;
230827;0500;5;;;
230827;0600;5;;;
230827;0700;7;;;
230827;0800;27;;;
230827;0900;19;;;
230827;1000;20;;;
230827;1100;20;;;
230827;1200;20;;;
230827;1300;25;;;
230827;1400;28;;;
230827;1500;16;;;
230827;1600;21;;;
230827;1700;45;;;
230827;1800;43;;;
230827;1900;79;;;
230827;2000;49;;;
230827;2100;101;;;
230827;2200;92;;;
230827;2300;17;;;
230828;0000;31;;;
230828;0100;24;;;
230828;0200;6;;;
230828;0300;3;;;
230828;0400;1;;;
230828;0500;3;;;
230828;0600;15;;;
230828;0700;23;;;
230828;0800;42;;;
230828;0900;20;;;
230828;1000;15;;;
230828;1100;13;;;
230828;1200;18;;;
230828;1300;15;;;
230828;1400;12;;;
230828;1500;16;;;
230828;1600;7;;;
230828;1700;27;;;
230828;1800;42;;;
230828;1900;42;;;
230828;2000;43;;;
230828;2100;32;;;
230828;2200;26;;;
230828;2300;21;;;
230829;0000;12;;;
230829;0100;11;;;
230829;0200;8;;;
230829;0300;4;;;
230829;0400;12;;;
230829;0500;28;;;
230829;0600;10;;;
230829;0700;45;;;
230829;0800;34;;;
230829;0900;32;;;
230829;1000;40;;;
230829;1100;23;;;
230829;1200;19;;;
230829;1300;11;;;
230829;1400;14;;;
230829;1500;14;;;
230829;1600;30;;;
230829;1700;39;;;
230829;1800;46;;;
230829;1900;31;;;
230829;2000;42;;;
230829;2100;37;;;
230829;2200;18;;;
230829;2300;52;;;
230830;0000;23;;;
230830;0100;5;;;
230830;0200;6;;;
230830;0300;6;;;
230830;0400;7;;;
230830;0500;6;;;
230830;0600;13;;;
230830;0700;21;;;
230830;0800;80;;;
230830;0900;60;;;
230830;1000;19;;;
230830;1100;17;;;
230830;1200;11;;;
230830;1300;15;;;
230830;1400;31;;;
230830;1500;16;;;
230830;1600;25;;;
230830;1700;24;;;
230830;1800;42;;;
230830;1900;37;;;
230830;2000;18;;;
230830;2100;19;;;
230830;2200;14;;;
230830;2300;21;;;
230831;0000;15;;;
230831;0100;4;;;
230831;0200;4;;;
230831;0300;6;;;
230831;0400;4;;;
230831;0500;2;;;
230831;0600;1;;;
230831;0700;17;;;
230831;0800;23;;;
230831;0900;33;;;
230831;1000;31;;;
230831;1100;31;;;
230831;1200;12;;;
230831;1300;16;;;
230831;1400;38;;;
230831;1500;46;;;
230831;1600;60;;;
230831;1700;82;;;
230831;1800;75;;;
230831;1900;175;;;
230831;2000;189;;;
230831;2100;144;;;
230831;2200;134;;;
230831;2300;48;;;
230901;0000;13;;;
230901;0100;14;;;
230901;0200;8;;;
230901;0300;5;;;
230901;0400;7;;;
230901;0500;5;;;
230901;0600;6;;;
230901;0700;8;;;
230901;0800;9;;;
230901;0900;37;;;
230901;1000;20;;;
230901;1100;18;;;
230901;1200;19;;;
230901;1300;21;;;
230901;1400;41;;;
230901;1500;33;;;
230901;1600;19;;;
230901;1700;32;;;
230901;1800;62;;;
230901;1900;38;;;
230901;2000;42;;;
230901;2100;48;;;
230901;2200;34;;;
230901;2300;51;;;
230902;0000;35;;;
230902;0100;32;;;
230902;0200;19;;;
230902;0300;8;;;
230902;0400;10;;;
230902;0500;8;;;
230902;0600;6;;;
230902;0700;7;;;
230902;0800;21;;;
230902;0900;22;;;
230902;1000;33;;;
230902;1100;15;;;
230902;1200;24;;;
230902;1300;18;;;
230902;1400;30;;;
230902;1500;38;;;
230902;1600;27;;;
230902;1700;36;;;
230902;1800;49;;;
230902;1900;81;;;
230902;2000;52;;;
230902;2100;49;;;
230902;2200;76;;;
230902;2300;79;;;
230903;0000;89;;;
230903;0100;61;;;
230903;0200;38;;;
230903;0300;19;;;
230903;0400;15;;;
230903;0500;10;;;
230903;0600;82;;;
230903;0700;68;;;
230903;0800;37;;;
230903;0900;30;;;
230903;1000;22;;;
230903;1100;20;;;
230903;1200;16;;;
230903;1300;17;;;
230903;1400;19;;;
230903;1500;12;;;
230903;1600;32;;;
230903;1700;28;;;
230903;1800;44;;;
230903;1900;61;;;
230903;2000;63;;;
230903;2100;304;;;
230903;2200;215;;;
230903;2300;227;;;
230904;0000;134;;;
230904;0100;96;;;
230904;0200;43;;;
230904;0300;34;;;
230904;0400;41;;;
230904;0500;62;;;
230904;0600;246;;;
230904;0700;274;;;
230904;0800;79;;;
230904;0900;22;;;
230904;1000;16;;;
230904;1100;21;;;
230904;1200;25;;;
230904;1300;12;;;
230904;1400;31;;;
230904;1500;43;;;
230904;1600;21;;;
230904;1700;42;;;
230904;1800;49;;;
230904;1900;51;;;
230904;2000;55;;;
230904;2100;130;;;
230904;2200;136;;;
230904;2300;132;;;
230905;0000;139;;;
230905;0100;66;;;
230905;0200;19;;;
230905;0300;74;;;
230905;0400;38;;;
230905;0500;85;;;
230905;0600;282;;;
230905;0700;376;;;
230905;0800;103;;;
230905;0900;26;;;
230905;1000;63;;;
230905;1100;23;;;
230905;1200;23;;;
230905;1300;17;;;
230905;1400;25;;;
230905;1500;19;;;
230905;1600;25;;;
230905;1700;24;;;
230905;1800;28;;;
230905;1900;42;;;
230905;2000;34;;;
230905;2100;10;;;
230905;2200;10;;;
230905;2300;12;;;
230906;0000;8;;;
230906;0100;20;;;
230906;0200;8;;;
230906;0300;7;;;
230906;0400;3;;;
230906;0500;5;;;
230906;0600;41;;;
230906;0700;72;;;
230906;0800;45;;;
230906;0900;52;;;
230906;1000;57;;;
230906;1100;33;;;
230906;1200;27;;;
230906;1300;34;;;
230906;1400;17;;;
230906;1500;23;;;
230906;1600;28;;;
230906;1700;57;;;
230906;1800;156;;;
230906;1900;287;;;
230906;2000;301;;;
230906;2100;226;;;
230906;2200;83;;;
230906;2300;192;;;
230907;0000;47;;;
230907;0100;88;;;
230907;0200;29;;;
230907;0300;53;;;
230907;0400;40;;;
230907;0500;77;;;
230907;0600;76;;;
230907;0700;127;;;
230907;0800;136;;;
230907;0900;135;;;
230907;1000;80;;;
230907;1100;82;;;
230907;1200;36;;;
230907;1300;39;;;
230907;1400;17;;;
230907;1500;19;;;
230907;1600;22;;;
230907;1700;21;;;
230907;1800;42;;;
230907;1900;29;;;
230907;2000;43;;;
230907;2100;78;;;
230907;2200;71;;;
230907;2300;23;;;
230908;0000;56;;;
230908;0100;40;;;
230908;0200;31;;;
230908;0300;29;;;
230908;0400;5;;;
230908;0500;45;;;
230908;0600;96;;;
230908;0700;147;;;
230908;0800;25;;;
230908;0900;20;;;
230908;1000;23;;;
230908;1100;16;;;
230908;1200;23;;;
230908;1300;16;;;
230908;1400;18;;;
230908;1500;25;;;
230908;1600;26;;;
230908;1700;35;;;
230908;1800;48;;;
230908;1900;63;;;
230908;2000;127;;;
230908;2100;149;;;
230908;2200;168;;;
230908;2300;61;;;
230909;0000;61;;;
230909;0100;57;;;
230909;0200;102;;;
230909;0300;90;;;
230909;0400;69;;;
230909;0500;48;;;
230909;0600;55;;;
230909;0700;78;;;
230909;0800;91;;;
230909;0900;74;;;
230909;1000;54;;;
230909;1100;129;;;
230909;1200;48;;;
230909;1300;40;;;
230909;1400;50;;;
230909;1500;13;;;
230909;1600;23;;;
230909;1700;28;;;
230909;1800;35;;;
230909;1900;37;;;
230909;2000;44;;;
230909;2100;40;;;
230909;2200;35;;;
230909;2300;16;;;
230910;0000;26;;;
230910;0100;18;;;
230910;0200;33;;;
230910;0300;23;;;
230910;0400;19;;;
230910;0500;20;;;
230910;0600;41;;;
230910;0700;63;;;
230910;0800;29;;;
230910;0900;28;;;
230910;1000;12;;;
230910;1100;17;;;
230910;1200;25;;;
230910;1300;30;;;
230910;1400;19;;;
230910;1500;30;;;
230910;1600;17;;;
230910;1700;20;;;
230910;1800;64;;;
230910;1900;48;;;
230910;2000;28;;;
230910;2100;21;;;
230910;2200;45;;;
230910;2300;52;;;
230911;0000;45;;;
230911;0100;64;;;
230911;0200;14;;;
230911;0300;13;;;
230911;0400;7;;;
230911;0500;12;;;
230911;0600;17;;;
230911;0700;28;;;
230911;0800;21;;;
230911;0900;30;;;
230911;1000;24;;;
230911;1100;18;;;
230911;1200;10;;;
230911;1300;16;;;
230911;1400;16;;;
230911;1500;8;;;
230911;1600;17;;;
230911;1700;19;;;
230911;1800;62;;;
230911;1900;16;;;
230911;2000;27;;;
230911;2100;36;;;
230911;2200;28;;;
230911;2300;10;;;
230912;0000;12;;;
230912;0100;10;;;
230912;0200;20;;;
230912;0300;16;;;
230912;0400;7;;;
230912;0500;18;;;
230912;0600;67;;;
230912;0700;117;;;
230912;0800;17;;;
230912;0900;16;;;
230912;1000;14;;;
230912;1100;12;;;
230912;1200;16;;;
230912;1300;10;;;
230912;1400;11;;;
230912;1500;;;11;
230912;1600;;;;
230912;1700;36;;;
230912;1800;40;;;
230912;1900;33;;;
230912;2000;34;;;
230912;2100;26;;;
230912;2200;19;;;
230912;2300;20;;;
230913;0000;11;;;
230913;0100;9;;;
230913;0200;6;;;
230913;0300;6;;;
230913;0400;5;;;
230913;0500;6;;;
230913;0600;23;;;
230913;0700;31;;;
230913;0800;16;;;
230913;0900;14;;;
230913;1000;19;;;
230913;1100;8;;;
230913;1200;13;;;
230913;1300;8;;;
230913;1400;5;;;
230913;1500;7;;;
230913;1600;17;;;
230913;1700;22;;;
230913;1800;52;;;
230913;1900;107;;;
230913;2000;96;;;
230913;2100;61;;;
230913;2200;34;;;
230913;2300;44;;;
230914;0000;4;;;
230914;0100;3;;;
230914;0200;4;;;
230914;0300;3;;;
230914;0400;3;;;
230914;0500;7;;;
230914;0600;7;;;
230914;0700;14;;;
230914;0800;9;;;
230914;0900;17;;;
230914;1000;21;;;
230914;1100;22;;;
230914;1200;19;;;
230914;1300;18;;;
230914;1400;20;;;
230914;1500;23;;;
230914;1600;18;;;
230914;1700;39;;;
230914;1800;19;;;
230914;1900;35;;;
230914;2000;39;;;
230914;2100;33;;;
230914;2200;1;;;
230914;2300;15;;;
230915;0000;12;;;
230915;0100;7;;;
230915;0200;1;;;
230915;0300;1;;;
230915;0400;2;;;
230915;0500;4;;;
230915;0600;17;;;
230915;0700;21;;;
230915;0800;23;;;
230915;0900;53;;;
230915;1000;52;;;
230915;1100;29;;;
230915;1200;46;;;
230915;1300;26;;;
230915;1400;23;;;
230915;1500;38;;;
230915;1600;49;;;
230915;1700;52;;;
230915;1800;52;;;
230915;1900;58;;;
230915;2000;65;;;
230915;2100;70;;;
230915;2200;31;;;
230915;2300;45;;;
230916;0000;29;;;
230916;0100;19;;;
230916;0200;10;;;
230916;0300;12;;;
230916;0400;27;;;
230916;0500;25;;;
230916;0600;32;;;
230916;0700;32;;;
230916;0800;93;;;
230916;0900;95;;;
230916;1000;25;;;
230916;1100;18;;;
230916;1200;19;;;
230916;1300;17;;;
230916;1400;10;;;
230916;1500;51;;;
230916;1600;39;;;
230916;1700;30;;;
230916;1800;28;;;
230916;1900;35;;;
230916;2000;41;;;
230916;2100;21;;;
230916;2200;14;;;
230916;2300;15;;;
230917;0000;18;;;
230917;0100;18;;;
230917;0200;7;;;
230917;0300;13;;;
230917;0400;7;;;
230917;0500;10;;;
230917;0600;23;;;
230917;0700;24;;;
230917;0800;46;;;
230917;0900;30;;;
230917;1000;25;;;
230917;1100;21;;;
230917;1200;24;;;
230917;1300;19;;;
230917;1400;19;;;
230917;1500;28;;;
230917;1600;24;;;
230917;1700;42;;;
230917;1800;55;;;
230917;1900;105;;;
230917;2000;66;;;
230917;2100;88;;;
230917;2200;20;;;
230917;2300;36;;;
230918;0000;21;;;
230918;0100;37;;;
230918;0200;29;;;
230918;0300;13;;;
230918;0400;16;;;
230918;0500;16;;;
230918;0600;34;;;
230918;0700;17;;;
230918;0800;10;;;
230918;0900;17;;;
230918;1000;16;;;
230918;1100;11;;;
230918;1200;16;;;
230918;1300;17;;;
230918;1400;14;;;
230918;1500;17;;;
230918;1600;12;;;
230918;1700;30;;;
230918;1800;40;;;
230918;1900;169;;;
230918;2000;293;;;
230918;2100;76;;;
230918;2200;178;;;
230918;2300;183;;;
230919;0000;157;;;
230919;0100;76;;;
230919;0200;118;;;
230919;0300;92;;;
230919;0400;28;;;
230919;0500;26;;;
230919;0600;118;;;
230919;0700;77;;;
230919;0800;54;;;
230919;0900;94;;;
230919;1000;32;;;
230919;1100;18;;;
230919;1200;19;;;
230919;1300;12;;;
230919;1400;8;;;
230919;1500;5;;;
230919;1600;20;;;
230919;1700;27;;;
230919;1800;78;;;
230919;1900;117;;;
230919;2000;317;;;
230919;2100;287;;;
230919;2200;236;;;
230919;2300;245;;;
230920;0000;205;;;
230920;0100;228;;;
230920;0200;193;;;
230920;0300;126;;;
230920;0400;57;;;
230920;0500;110;;;
230920;0600;188;;;
230920;0700;243;;;
230920;0800;200;;;
230920;0900;98;;;
230920;1000;71;;;
230920;1100;29;;;
230920;1200;22;;;
230920;1300;23;;;
230920;1400;14;;;
230920;1500;23;;;
230920;1600;28;;;
230920;1700;23;;;
230920;1800;47;;;
230920;1900;166;;;
230920;2000;295;;;
230920;2100;331;;;
230920;2200;255;;;
230920;2300;298;;;
230921;0000;208;;;
230921;0100;42;;;
230921;0200;23;;;
230921;0300;39;;;
230921;0400;17;;;
230921;0500;43;;;
230921;0600;158;;;
230921;0700;256;;;
230921;0800;59;;;
230921;0900;19;;;
230921;1000;17;;;
230921;1100;24;;;
230921;1200;16;;;
230921;1300;7;;;
230921;1400;5;;;
230921;1500;8;;;
230921;1600;6;;;
230921;1700;12;;;
230921;1800;48;;;
230921;1900;77;;;
230921;2000;86;;;
230921;2100;240;;;
230921;2200;242;;;
230921;2300;99;;;
230922;0000;109;;;
230922;0100;142;;;
230922;0200;74;;;
230922;0300;30;;;
230922;0400;44;;;
230922;0500;78;;;
230922;0600;169;;;
230922;0700;108;;;
230922;0800;34;;;
230922;0900;68;;;
230922;1000;40;;;
230922;1100;29;;;
230922;1200;16;;;
230922;1300;10;;;
230922;1400;13;;;
230922;1500;7;;;
230922;1600;9;;;
230922;1700;19;;;
230922;1800;42;;;
230922;1900;74;;;
230922;2000;67;;;
230922;2100;95;;;
230922;2200;110;;;
230922;2300;41;;;
230923;0000;42;;;
230923;0100;90;;;
230923;0200;50;;;
230923;0300;9;;;
230923;0400;10;;;
230923;0500;12;;;
230923;0600;74;;;
230923;0700;107;;;
230923;0800;36;;;
230923;0900;16;;;
230923;1000;11;;;
230923;1100;17;;;
230923;1200;12;;;
230923;1300;6;;;
230923;1400;9;;;
230923;1500;16;;;
230923;1600;16;;;
230923;1700;15;;;
230923;1800;26;;;
230923;1900;102;;;
230923;2000;97;;;
230923;2100;64;;;
230923;2200;58;;;
230923;2300;89;;;
230924;0000;48;;;
230924;0100;63;;;
230924;0200;49;;;
230924;0300;26;;;
230924;0400;21;;;
230924;0500;24;;;
230924;0600;61;;;
230924;0700;67;;;
230924;0800;18;;;
230924;0900;21;;;
230924;1000;21;;;
230924;1100;27;;;
230924;1200;9;;;
230924;1300;6;;;
230924;1400;11;;;
230924;1500;7;;;
230924;1600;9;;;
230924;1700;18;;;
230924;1800;30;;;
230924;1900;88;;;
230924;2000;134;;;
230924;2100;166;;;
230924;2200;163;;;
230924;2300;189;;;
230925;0000;137;;;
230925;0100;46;;;
230925;0200;25;;;
230925;0300;23;;;
230925;0400;22;;;
230925;0500;60;;;
230925;0600;133;;;
230925;0700;94;;;
230925;0800;23;;;
230925;0900;12;;;
230925;1000;15;;;
230925;1100;12;;;
230925;1200;12;;;
230925;1300;8;;;
230925;1400;5;;;
230925;1500;6;;;
230925;1600;10;;;
230925;1700;18;;;
230925;1800;19;;;
230925;1900;18;;;
230925;2000;43;;;
230925;2100;27;;;
230925;2200;16;;;
230925;2300;10;;;
230926;0000;8;;;
230926;0100;7;;;
230926;0200;5;;;
230926;0300;5;;;
230926;0400;2;;;
230926;0500;1;;;
230926;0600;5;;;
230926;0700;8;;;
230926;0800;7;;;
230926;0900;11;;;
230926;1000;17;;;
230926;1100;15;;;
230926;1200;18;;;
230926;1300;15;;;
230926;1400;10;;;
230926;1500;12;;;
230926;1600;14;;;
230926;1700;14;;;
230926;1800;17;;;
230926;1900;14;;;
230926;2000;16;;;
230926;2100;13;;;
230926;2200;10;;;
230926;2300;6;;;
230927;0000;3;;;
230927;0100;4;;;
230927;0200;6;;;
230927;0300;3;;;
230927;0400;1;;;
230927;0500;3;;;
230927;0600;11;;;
230927;0700;27;;;
230927;0800;18;;;
230927;0900;38;;;
230927;1000;18;;;
230927;1100;;;;
230927;1200;;;;
230927;1300;;;;
230927;1400;23;;;
230927;1500;36;;;
230927;1600;15;;;
230927;1700;28;;;
230927;1800;70;;;
230927;1900;54;;;
230927;2000;47;;;
230927;2100;30;;;
230927;2200;44;;;
230927;2300;34;;;
230928;0000;51;;;
230928;0100;33;;;
230928;0200;21;;;
230928;0300;8;;;
230928;0400;3;;;
230928;0500;20;;;
230928;0600;53;;;
230928;0700;30;;;
230928;0800;24;;;
230928;0900;17;;;
230928;1000;17;;;
230928;1100;15;;;
230928;1200;9;;;
230928;1300;13;;;
230928;1400;12;;;
230928;1500;7;;;
230928;1600;3;;;
230928;1700;15;;;
230928;1800;20;;;
230928;1900;56;;;
230928;2000;106;;;
230928;2100;204;;;
230928;2200;63;;;
230928;2300;37;;;
230929;0000;32;;;
230929;0100;14;;;
230929;0200;15;;;
230929;0300;12;;;
230929;0400;16;;;
230929;0500;22;;;
230929;0600;29;;;
230929;0700;29;;;
230929;0800;14;;;
230929;0900;15;;;
230929;1000;13;;;
230929;1100;7;;;
230929;1200;7;;;
230929;1300;5;;;
230929;1400;6;;;
230929;1500;6;;;
230929;1600;7;;;
230929;1700;12;;;
230929;1800;13;;;
230929;1900;48;;;
230929;2000;37;;;
230929;2100;107;;;
230929;2200;241;;;
230929;2300;59;;;
230930;0000;38;;;
230930;0100;83;;;
230930;0200;67;;;
230930;0300;12;;;
230930;0400;33;;;
230930;0500;40;;;
230930;0600;49;;;
230930;0700;49;;;
230930;0800;32;;;
230930;0900;70;;;
230930;1000;50;;;
230930;1100;30;;;
230930;1200;7;;;
230930;1300;15;;;
230930;1400;12;;;
230930;1500;7;;;
230930;1600;7;;;
230930;1700;15;;;
230930;1800;20;;;
230930;1900;23;;;
230930;2000;46;;;
230930;2100;45;;;
230930;2200;16;;;
230930;2300;25;;;
231001;0000;11;;;
231001;0100;9;;;
231001;0200;4;;;
231001;0300;2;;;
231001;0400;1;;;
231001;0500;3;;;
231001;0600;2;;;
231001;0700;2;;;
231001;0800;8;;;
231001;0900;12;;;
231001;1000;8;;;
231001;1100;10;;;
231001;1200;10;;;
231001;1300;11;;;
231001;1400;10;;;
231001;1500;18;;;
231001;1600;12;;;
231001;1700;13;;;
231001;1800;14;;;
231001;1900;24;;;
231001;2000;64;;;
231001;2100;51;;;
231001;2200;53;;;
231001;2300;36;;;
231002;0000;23;;;
231002;0100;12;;;
231002;0200;9;;;
231002;0300;12;;;
231002;0400;15;;;
231002;0500;12;;;
231002;0600;13;;;
231002;0700;25;;;
231002;0800;18;;;
231002;0900;13;;;
231002;1000;11;;;
231002;1100;13;;;
231002;1200;16;;;
231002;1300;10;;;
231002;1400;9;;;
231002;1500;4;;;
231002;1600;10;;;
231002;1700;22;;;
231002;1800;28;;;
231002;1900;38;;;
231002;2000;32;;;
231002;2100;29;;;
231002;2200;20;;;
231002;2300;16;;;
231003;0000;12;;;
231003;0100;12;;;
231003;0200;8;;;
231003;0300;15;;;
231003;0400;12;;;
231003;0500;29;;;
231003;0600;26;;;
231003;0700;25;;;
231003;0800;21;;;
231003;0900;17;;;
231003;1000;9;;;
231003;1100;17;;;
231003;1200;9;;;
