date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-12-11 00:00:00,12.7,7.7,16.7,0,,270,14,,1005.6,
2023-12-12 00:00:00,10.3,7,14.5,0.2,,286,14.9,,1012.9,
2023-12-13 00:00:00,11,8,14,1.3,,284,12.4,,1011.3,
2023-12-14 00:00:00,10.4,8,14,16.7,,339,13.7,,998.8,
2023-12-15 00:00:00,8.3,6,9.7,47,,220,11.1,,996.6,
2023-12-16 00:00:00,8.7,4.5,14,7.9,,298,12.6,,1005.5,
2023-12-17 00:00:00,8.3,0.7,15,0.5,,285,10.6,,1015.9,
2023-12-18 00:00:00,11.7,2,20.1,0,,243,12,,1022.7,
2023-12-19 00:00:00,14.8,3.2,25,0,,221,10.9,,1018.2,
2023-12-20 00:00:00,17.8,10.2,24.1,0,,302,13.6,,1011.9,
2023-12-21 00:00:00,16.9,11.7,21.2,0,,284,14.3,,1013.4,
2023-12-22 00:00:00,13.7,11,16.5,0,,266,17.7,,1014.2,
2023-12-23 00:00:00,13.5,6.5,20,0,,266,12.2,,1017.3,
2023-12-24 00:00:00,14.5,9.3,20.1,0,,279,13.4,,1017.3,
2023-12-25 00:00:00,16.6,11,23.2,0,,342,15.4,,1019.8,
2023-12-26 00:00:00,16.1,5.7,27.6,0,,263,10.7,,1018.9,
2023-12-27 00:00:00,17.1,9.9,28.3,0,,285,12.8,,1009.7,
2023-12-28 00:00:00,15.7,11.2,20.2,0,,265,16.4,,1012.4,
2023-12-29 00:00:00,15.1,5.5,23.7,0,,264,9,,1019.5,
2023-12-30 00:00:00,18.6,8.3,26.6,0,,291,11.1,,1014.5,
2023-12-31 00:00:00,18.4,10,25.1,0,,283,12.3,,1013.4,
2024-01-01 00:00:00,18.3,10,26,0,,320,11.5,,1015.8,
2024-01-02 00:00:00,17,9.7,23.7,0.1,,286,11.8,,1016.2,
2024-01-03 00:00:00,17.2,10.6,24.7,0,,268,13.2,,1014.7,
2024-01-04 00:00:00,16.6,14.2,25.1,0,,15,9.5,,1011.2,
2024-01-05 00:00:00,15.1,11.4,19.2,0,,277,13.1,,1008,
2024-01-06 00:00:00,13.5,6,19,0,,264,14.2,,1011.4,
2024-01-07 00:00:00,12.6,9.3,19.3,0.5,,277,9.7,,1008.7,
2024-01-08 00:00:00,10.3,4,15,0,,274,15.1,,1013.3,
2024-01-09 00:00:00,11,7.6,15,0,,270,12.8,,1015.2,
2024-01-10 00:00:00,12.6,4.9,20.5,0,,347,11.3,,1019.9,
2024-01-11 00:00:00,13.7,5.6,23,0,,289,13.1,,1017.6,
2024-01-12 00:00:00,13.9,6.7,19,0,,339,9.7,,1014.8,
2024-01-13 00:00:00,14.1,11.5,20.6,0,,270,14.3,,1010.3,
2024-01-14 00:00:00,15.3,11.7,19.2,0.4,,266,17.8,,1011.6,
2024-01-15 00:00:00,15.5,10.5,20.7,0,,266,14.1,,1011.8,
2024-01-16 00:00:00,14.9,8,20.8,0,,292,9.4,,1017.2,
2024-01-17 00:00:00,15.6,11,21.4,0,,295,12.9,,1009.6,
2024-01-18 00:00:00,12.4,6.7,20.4,0,,280,13.5,,1015.3,
2024-01-19 00:00:00,15.4,12,19.6,0.3,,278,13.7,,1018.5,
2024-01-20 00:00:00,14.6,7,21.5,0,,281,9.8,,1019,
2024-01-21 00:00:00,16,5.2,26.1,0,,332,10.7,,1019.4,
2024-01-22 00:00:00,20,8.4,31.3,0,,292,11,,1015.9,
2024-01-23 00:00:00,19,11,31.5,0,,309,11.7,,1010,
2024-01-24 00:00:00,17.7,13.1,25.3,1,,281,17.9,,1009.6,
2024-01-25 00:00:00,18.9,14.6,25.1,1.5,,54,14.8,,1004.6,
2024-01-26 00:00:00,18.2,14.5,25.4,2.1,,220,18.7,,1007.3,
2024-01-27 00:00:00,15.6,11.2,18.5,3.2,,273,19,,1013.2,
2024-01-28 00:00:00,14.5,5.2,22.7,0,,298,16.2,,1014.1,
2024-01-29 00:00:00,14.9,7.6,23.4,0,,276,12.1,,1015.9,
2024-01-30 00:00:00,15.7,9.3,20,0.2,,307,12.1,,1013,
2024-01-31 00:00:00,17.4,13.7,22,6.8,,267,11.4,,1010.3,
2024-02-01 00:00:00,19.1,14,25,0.5,,279,14.9,,1010.7,
2024-02-02 00:00:00,16.2,11.5,25.3,7.1,,292,15.7,,1008.1,
2024-02-03 00:00:00,12.8,4,19,0,,280,12.3,,1018.8,
2024-02-04 00:00:00,17,11,25.3,0,,286,11.7,,1006.8,
2024-02-05 00:00:00,18.5,14.9,26.4,0,,279,17.9,,1006,
2024-02-06 00:00:00,15.4,9.2,22,12,,341,10.8,,1003.6,
2024-02-07 00:00:00,10.8,6.5,22.4,5.7,,279,17.2,,1009.4,
2024-02-08 00:00:00,14,10,19,0,,279,12.6,,1016.8,
2024-02-09 00:00:00,15.8,5.9,26.6,0,,304,8.7,,1016.4,
2024-02-10 00:00:00,17.7,8,28.6,0,,338,10.8,,1012.5,
2024-02-11 00:00:00,15.1,8,29.4,1.8,,288,11.6,,1011.4,
2024-02-12 00:00:00,12.1,3.8,21,0,,309,9.7,,1021.8,
2024-02-13 00:00:00,17.2,7.5,27.8,0,,354,15.5,,1015.9,
2024-02-14 00:00:00,19.4,10,30,0,,1,15,,1011.1,
2024-02-15 00:00:00,17.6,7.8,31,0,,138,11.3,,1011.7,
2024-02-16 00:00:00,16.9,9.7,25.3,0.2,,288,9.7,,1010,
2024-02-17 00:00:00,14.1,10.4,25.9,0,,281,14.2,,1017.7,
2024-02-18 00:00:00,14.3,10.2,19,0,,311,12.5,,1018.8,
2024-02-19 00:00:00,18.6,11,27,0,,334,12,,1014.2,
2024-02-20 00:00:00,17.2,12.2,21,1.3,,327,11.5,,1010.3,
2024-02-21 00:00:00,14.8,10.8,22.4,4.1,,328,11.4,,1006.4,
2024-02-22 00:00:00,11.1,7,17.9,0.3,,283,13.1,,1007,
2024-02-23 00:00:00,10.1,5,15,0,,273,11.5,,1020.2,
2024-02-24 00:00:00,12,1.7,21,0,,248,8.6,,1021.8,
2024-02-25 00:00:00,15.5,8,23.2,0,,350,11.1,,1017.4,
2024-02-26 00:00:00,16.4,11.6,24.8,0,,340,10,,1016.2,
2024-02-27 00:00:00,14.6,11.9,22.1,0,,26,9.7,,1008.9,
2024-02-28 00:00:00,13.2,10,19.3,0,,277,7.5,,1013.6,
2024-02-29 00:00:00,12.9,5.7,18,0,,265,7.7,,1018,
2024-03-01 00:00:00,12.8,9.2,16,1,,283,9.9,,1012,
2024-03-02 00:00:00,9.1,3.9,17.1,0,,275,10.6,,1017.4,
2024-03-03 00:00:00,9.8,3.2,16,0,,279,11,,1022.7,
2024-03-04 00:00:00,11.5,2,22,0,,277,10.8,,1023.8,
2024-03-05 00:00:00,10.6,5,19.5,3.2,,322,8.7,,1012,
2024-03-06 00:00:00,10.1,6,15.1,0,,274,13.2,,1013,
2024-03-07 00:00:00,11.8,8,15.7,0.1,,61,8.8,,1007.2,
2024-03-08 00:00:00,8.6,5.8,15.9,4.3,,6,10.3,,999,
2024-03-09 00:00:00,9,1.3,15.9,0.3,,294,14.1,,1008.2,
2024-03-10 00:00:00,11.6,6.8,15.2,0,,284,21,,1005.6,
2024-03-11 00:00:00,11.2,9,16.6,0,,275,8.5,,1005.6,
2024-03-12 00:00:00,10.8,8.5,14.1,5,,305,10.5,,1004.1,
2024-03-13 00:00:00,9.4,6.6,14.5,35.7,,342,14.6,,1000.5,
2024-03-14 00:00:00,9.8,6,14,9.6,,296,15.5,,1006.7,
2024-03-15 00:00:00,11.6,4,20.5,0,,218,12,,1003.6,
2024-03-16 00:00:00,7.9,4.4,12.5,0.3,,299,13.2,,1008.1,
2024-03-17 00:00:00,5.7,-2.4,17.6,0,,303,14.3,,1007.5,
2024-03-18 00:00:00,10.3,8,13,5.3,,335,11.4,,1007.1,
2024-03-19 00:00:00,9.7,6.6,16.2,0.3,,312,8.9,,995.8,
2024-03-20 00:00:00,8.8,5.2,13.6,0.5,,310,13.1,,1006.1,
2024-03-21 00:00:00,9.2,6.5,11.8,5.1,,310,8.5,,1017.8,
2024-03-22 00:00:00,7.1,2.3,12.1,1.8,,355,5.7,,1012.9,
2024-03-23 00:00:00,6.3,3.3,8.8,21.6,,340,6.1,,1006.3,
2024-03-24 00:00:00,3,0.6,9.9,25.9,,279,8.4,,1016.3,
2024-03-25 00:00:00,11.8,9,18.7,1,,36,9.9,,1012.2,
2024-03-26 00:00:00,14.3,10.1,16,0.7,,302,12.3,,1013.6,
2024-03-27 00:00:00,0.3,-1.6,6.2,1.3,,285,10.8,,1020,
2024-03-28 00:00:00,13,9,18,14.3,,320,9.8,,1010,
2024-03-29 00:00:00,1.2,-3.2,9.6,0,,287,11.3,,1010.7,
2024-03-30 00:00:00,7.2,4,10,2.4,,276,10.1,,1016.1,
2024-03-31 00:00:00,6.5,2,11,0,,314,8.6,,1019.9,
2024-04-01 00:00:00,7.8,4,11.6,2.4,,352,9.4,,1015.7,
2024-04-02 00:00:00,5.7,3,7.6,21.1,,38,8,,996.9,
2024-04-03 00:00:00,7.3,3.2,12.2,6.3,,325,12,,1002.5,
2024-04-04 00:00:00,11.7,10,14,2.8,,268,17.4,,1010.4,
2024-04-05 00:00:00,11.2,8,15,0,,293,12,,1016.7,
2024-04-06 00:00:00,13.1,9.2,15.4,3,,298,15.8,,1006.4,
2024-04-07 00:00:00,9.2,4.7,15.5,0,,279,15.9,,1010.5,
2024-04-08 00:00:00,6.9,0.3,12.2,1.3,,279,13.3,,1012.4,
2024-04-09 00:00:00,4.2,-1,11,0,,327,8,,1024.8,
2024-04-10 00:00:00,3.8,-4,14,0,,260,11.1,,1027.4,
2024-04-11 00:00:00,5,-2.9,17,0,,279,7.7,,1023.9,
2024-04-12 00:00:00,4.9,-3.1,16.7,0,,275,8.9,,1024.9,
2024-04-13 00:00:00,5.4,-3,17,0,,257,6.8,,1026.8,
2024-04-14 00:00:00,6.7,-2.1,18,0,,8,7.9,,1017.2,
2024-04-15 00:00:00,11.6,4,19,0,,339,13.5,,1010.9,
2024-04-16 00:00:00,12.4,8.9,19.5,0,,304,10.3,,1011.1,
2024-04-17 00:00:00,9.8,6,16,0,,309,6.6,,1016.6,
2024-04-18 00:00:00,7.2,3.1,16.2,1,,18,10.6,,1001.3,
2024-04-19 00:00:00,6.4,4.7,12.6,0,,348,10.9,,1002.5,
2024-04-20 00:00:00,6.6,0.7,10.6,1.5,,321,12.8,,1014.6,
2024-04-21 00:00:00,2.2,-2.3,9,0,,300,7.7,,1021.2,
2024-04-22 00:00:00,0.2,-5,9.4,0,,40,5.3,,1014,
2024-04-23 00:00:00,5.2,1,9.9,0,,312,9.2,,1016.6,
2024-04-24 00:00:00,4.1,0.3,10.2,0.3,,344,7.8,,1004.6,
2024-04-25 00:00:00,5.2,1.6,7.2,17.5,,38,17.1,,996.5,
2024-04-26 00:00:00,2.3,0.1,7.3,0,,336,8.8,,1003.2,
2024-04-27 00:00:00,5.4,3,9,9.5,,300,12.7,,1004.7,
2024-04-28 00:00:00,7.6,5.4,10,2.1,,269,13.3,,997.4,
2024-04-29 00:00:00,6.1,3.8,10.5,14.5,,26,10.5,,986.6,
2024-04-30 00:00:00,4,0,6,3.7,,19,7.7,,1002.7,
2024-05-01 00:00:00,3.6,-1,10,0,,338,7.5,,1014.6,
2024-05-02 00:00:00,2.6,-7.1,10,0,,315,9.3,,1015.1,
2024-05-03 00:00:00,4.8,2.6,9.4,0.5,,5,8.1,,998,
2024-05-04 00:00:00,2.7,0,6.7,0.4,,17,10.6,,995.9,
2024-05-05 00:00:00,4.6,0.1,8.9,0,,30,9.8,,1003.5,
2024-05-06 00:00:00,5,2,8.7,0.8,,232,8.7,,1005,
2024-05-07 00:00:00,4.1,0.8,8.3,0,,249,7.8,,1009.3,
2024-05-08 00:00:00,5.8,0,9,6.1,,359,8.4,,1012.1,
2024-05-09 00:00:00,2.2,-2.5,7.8,2.3,,241,8.2,,1010.5,
2024-05-10 00:00:00,2.8,0.7,5,0,,263,4.1,,1023.5,
2024-05-11 00:00:00,-1.5,-4.9,6.5,0,,278,6.6,,1026.1,
2024-05-12 00:00:00,-0.7,-5.1,3,0,,275,7,,1028.5,
2024-05-13 00:00:00,1.2,-2.7,5.1,0,,257,6.5,,1032.1,
2024-05-14 00:00:00,-3.1,-6.9,6,0,,272,5.2,,1026.6,
2024-05-15 00:00:00,-1,-6.4,8.5,0,,314,3.8,,1018.8,
2024-05-16 00:00:00,4.9,0.5,9.8,3.3,,281,5.7,,1018.7,
2024-05-17 00:00:00,-0.9,1.3,10.4,0,,264,7.5,,1025,
2024-05-18 00:00:00,-1,-4,2.2,0,,338,4,,1022.1,
2024-05-19 00:00:00,0.3,-3.7,8.7,0,,30,12.9,,1011.1,
2024-05-20 00:00:00,1.1,-2.1,5.8,0,,32,11.3,,1005.2,
2024-05-21 00:00:00,-3.4,-7.7,6.3,0,,351,9.9,,1011.6,
2024-05-22 00:00:00,4.2,0.2,10.1,0,,347,7.8,,1018.6,
2024-05-23 00:00:00,-6,-10.5,0.5,0,,252,10.5,,1029.1,
2024-05-24 00:00:00,-3.4,-8.6,4.9,0,,256,10.8,,1031,
2024-05-25 00:00:00,-2.6,-10.4,7.3,0,,193,10.3,,1028.2,
2024-05-26 00:00:00,-1.9,-7.5,7.3,0,,26,7.6,,1021.3,
2024-05-27 00:00:00,6.4,3.8,11.2,0,,29,17.6,,1017.3,
2024-05-28 00:00:00,4.7,0.9,10.2,0.5,,310,14.6,,1001.9,
2024-05-29 00:00:00,5.8,2.8,9,0.5,,323,18.3,,1010.1,
2024-05-30 00:00:00,2.8,-1.4,7.8,0.3,,328,10.9,,1020,
2024-05-31 00:00:00,1.9,-1,5.7,2.1,,328,8.4,,1009.9,
2024-06-01 00:00:00,2.8,-0.7,7,0,,11,11.3,,1012.7,
2024-06-02 00:00:00,-0.9,-3,1.9,0,,347,9.1,,1027.8,
2024-06-03 00:00:00,-1.5,-3.5,1.3,0,,318,8.4,,1016.3,
2024-06-04 00:00:00,1.8,-1,5,9.2,,283,8.2,,1008,
2024-06-05 00:00:00,6.4,3,13.8,0,,10,12,,1003,
2024-06-06 00:00:00,5.9,3.8,8.3,0.8,,5,9.5,,1009.1,
2024-06-07 00:00:00,5.9,4,8,1,,346,14,,1012,
2024-06-08 00:00:00,4.1,1.9,6.6,12.8,,120,11,,1007.8,
2024-06-09 00:00:00,5.8,4.6,6.9,0,,233,6.7,,1005.8,
2024-06-10 00:00:00,3.4,1.2,6.8,2.3,,189,9.6,,1008.6,
2024-06-11 00:00:00,4.9,3.5,8.4,0.3,,353,12,,1007.3,
2024-06-12 00:00:00,4.9,3.1,8.8,0,,16,10.8,,999.9,
2024-06-13 00:00:00,6.4,4.5,8.8,11.5,,346,13.2,,993.4,
2024-06-14 00:00:00,4,0.2,8.8,0,,318,14.6,,1005.9,
2024-06-15 00:00:00,5.3,3.4,8.9,0,,347,15.6,,1013.5,
2024-06-16 00:00:00,4.7,0.9,9.1,0,,276,10.7,,1012.2,
2024-06-17 00:00:00,3.4,2.2,6.2,3.3,,238,8.5,,998.6,
2024-06-18 00:00:00,-0.3,-1.8,4.9,2,79,199,10,,1007.7,
2024-06-19 00:00:00,-1.9,-3.4,-0.3,1,221,218,6.5,,1019.6,
2024-06-20 00:00:00,-2.3,-3,-1.6,7.9,201,192,12,,1015,
2024-06-21 00:00:00,0.2,-0.7,1,3.3,,202,9.3,,1009.3,
2024-06-22 00:00:00,-0.3,-3.1,1.1,0.8,,239,7,,1014.2,
2024-06-23 00:00:00,-3.1,-4.8,-0.1,0,150,264,8.5,,1022.8,
2024-06-24 00:00:00,-8.3,-13,-1.9,0,330,174,12.9,,1028.1,
2024-06-25 00:00:00,2.4,-5.9,6.7,20.2,300,67,25.8,,1009.5,
2024-06-26 00:00:00,1.9,0.7,3.4,0.5,201,25,19.7,,1002.9,
2024-06-27 00:00:00,3.1,-0.1,6.7,0,,30,24.7,,1006.8,
2024-06-28 00:00:00,1.9,-1.6,6.5,0,,290,18.7,,1023.3,
2024-06-29 00:00:00,1.1,-3.4,5.8,0,140,46,23.4,,1017.9,
2024-06-30 00:00:00,4.3,1.2,7.1,0.8,,360,22.6,,1009.4,
2024-07-01 00:00:00,3.1,0.2,6.6,0,130,54,27.9,,1012,
2024-07-02 00:00:00,1.7,-1.7,6.2,0,130,4,26,,1010.4,
2024-07-03 00:00:00,2,-0.9,5.5,1.3,,5,37,,1008.5,
2024-07-04 00:00:00,1.1,-2.4,3.9,0.3,119,253,24.5,,1020.9,
2024-07-05 00:00:00,0.3,-2.4,3.4,0,99,27,24.2,,1027,
2024-07-06 00:00:00,0.6,-0.3,2.7,0,,237,13.7,,1027.8,
2024-07-07 00:00:00,2.2,0.3,6.3,0,160,23,23.6,,1029.7,
2024-07-08 00:00:00,1.1,-1,4.5,0,150,281,18.1,,1031.2,
2024-07-09 00:00:00,-3.1,-6.7,1.3,0,130,288,16.7,,1030.4,
2024-07-10 00:00:00,3.2,-0.9,8.8,0,99,5,21.3,,1020.3,
2024-07-11 00:00:00,1.8,-2.9,8.8,0,109,19,25.1,,1028.2,
2024-07-12 00:00:00,0.3,-1.4,2.7,0,79,343,13.8,,1029.6,
2024-07-13 00:00:00,-1.9,-3.2,-0.5,0,,243,11.2,,1025.2,
2024-07-14 00:00:00,-2.6,-4.5,1.2,0,,271,13.1,,1021.8,
2024-07-15 00:00:00,4.3,-0.9,7.2,0,10,14,22.6,,1015.5,
2024-07-16 00:00:00,4.2,0.7,9.2,0,,21,19.1,,1022,
2024-07-17 00:00:00,0.8,-1.4,3.8,5.1,,304,24.5,,1008.2,
2024-07-18 00:00:00,2.7,0.3,5.4,0,180,259,22.8,,1021.3,
2024-07-19 00:00:00,1.6,-2.6,6.9,2.3,,3,19.4,,1032.1,
2024-07-20 00:00:00,2.9,-0.9,7.4,0,,29,29.4,,1020.9,
2024-07-21 00:00:00,6.9,0.2,10.3,0,,350,39.2,,1017.3,
2024-07-22 00:00:00,9.7,7.8,11.6,0,71,9,36,,1014.6,
2024-07-23 00:00:00,8.4,4,15.9,0,,20,43,,1011.3,
2024-07-24 00:00:00,8.4,6.3,11.6,0,,42,25.9,,1010.2,
2024-07-25 00:00:00,4.7,1.4,6.8,0.3,,350,26.1,,1014.3,
2024-07-26 00:00:00,5.4,2.4,8.4,0,,304,34.4,,1009.8,
2024-07-27 00:00:00,1.8,-0.2,4.8,0.7,,292,28,,1018.1,
2024-07-28 00:00:00,3.4,-0.8,7,0,,304,27.8,,1028.2,
2024-07-29 00:00:00,1.6,-2.1,7,0,,28,33.9,,1021.6,
2024-07-30 00:00:00,2.5,-0.1,5.7,0,,27,26.5,,1009.8,
2024-07-31 00:00:00,3.1,1.4,5.8,0,,252,23.5,,1000.6,
2024-08-01 00:00:00,4.3,2.5,6.8,0,,222,20.4,,992.6,
2024-08-02 00:00:00,6.7,3.5,9.7,0,,48,32.4,,992.5,
2024-08-03 00:00:00,5.1,2.3,9.2,0.2,,42,32,,1003.8,
2024-08-04 00:00:00,3.2,1.8,4.7,2.6,,28,25.5,,1013.1,
2024-08-05 00:00:00,2.2,1,3.3,0,,264,20.3,,1018.5,
2024-08-06 00:00:00,2.8,1,5.3,0,,279,12.5,,1027.3,
2024-08-07 00:00:00,3,0.9,6.9,5.1,51,16,21.1,,1029.6,
2024-08-08 00:00:00,3.3,-1.7,9.9,0.3,,28,25.5,,1023.5,
2024-08-09 00:00:00,7.3,5.6,10.8,0,,51,33.9,,1013.4,
2024-08-10 00:00:00,6.1,2.8,10.6,0,,7,38,,1012.3,
2024-08-11 00:00:00,5.7,1.3,9.3,0,,27,23.9,,1024.7,
2024-08-12 00:00:00,8.9,5,15.5,0,,336,28.7,,1011.9,
2024-08-13 00:00:00,5.3,1.5,8.7,0.9,,37,28,,1013.2,
2024-08-14 00:00:00,5.3,0.2,9.2,0,,11,29.4,,1014.1,
2024-08-15 00:00:00,4.7,1,8.8,2.3,,27,28.8,,1019.5,
2024-08-16 00:00:00,4,0.9,7.6,0.5,,32,31.2,,1021.3,
2024-08-17 00:00:00,2.3,-1.5,8,0,,358,29,,1024,
2024-08-18 00:00:00,1.1,-2.9,6.1,0,,220,20.1,,1032.2,
2024-08-19 00:00:00,1.9,-2.7,10.5,0,,0,18.4,,1032,
2024-08-20 00:00:00,1.4,-5.1,10,0.2,,228,17.2,,1024.8,
2024-08-21 00:00:00,3.2,0.2,6.5,2.2,,235,19.5,,1020.4,
2024-08-22 00:00:00,3.8,0.9,7.8,0,,30,19.1,,1021.8,
2024-08-23 00:00:00,2.2,-2.7,8.3,0,,301,17.6,,1025.9,
2024-08-24 00:00:00,2.4,-2.5,7.9,0,,37,20.4,,1027.8,
2024-08-25 00:00:00,3.4,0.1,7.3,0,,265,18.8,,1015.5,
2024-08-26 00:00:00,5.7,3.7,9.6,0.5,,332,25.4,,1016.5,
2024-08-27 00:00:00,5.1,0.4,9.2,,,359,27.4,,1023.5,
2024-08-28 00:00:00,6.1,0.2,12,,,320,28.6,,1023,
2024-08-29 00:00:00,5.2,-1.6,14.7,0,,24,23.9,,1028.5,
2024-08-30 00:00:00,5.6,-2.6,15.9,,,29,31.6,,1022.7,
2024-08-31 00:00:00,8.3,3.1,12.7,0,,51,30.4,,1016.3,
2024-09-01 00:00:00,5.6,1.1,11,3.8,,290,23.2,,1002.8,
2024-09-02 00:00:00,3.9,0.3,10,16.3,,360,33.7,,1007.7,
2024-09-03 00:00:00,6.3,4,9.6,0,,311,33.1,,1010,
2024-09-04 00:00:00,5.6,2.2,10.4,0.3,,334,24.4,,1020.1,
2024-09-05 00:00:00,6.2,3.6,11,0,,47,30.3,,1003.9,
2024-09-06 00:00:00,8.6,5.6,11.2,0.5,,269,40.4,,1005.9,
2024-09-07 00:00:00,8.6,6.4,10.9,0,,4,24.6,,1009.1,
2024-09-08 00:00:00,7,3.9,9.6,0.5,,185,46.1,,1011.8,
2024-09-09 00:00:00,4.4,2.7,7,8.4,,232,21.7,,1012.1,
2024-09-10 00:00:00,3.8,-1.6,7.9,1,,290,29.4,,1013,
2024-09-11 00:00:00,6.4,3.6,10.1,0,,276,36.9,,1016,
2024-09-12 00:00:00,8.1,6.1,11.2,0,,310,32.4,,1010.2,
2024-09-13 00:00:00,5.4,4.1,11.2,0,,284,18.9,,1019.4,
2024-09-14 00:00:00,5.6,1.7,10.4,0,,315,10.9,,1018.6,
2024-09-15 00:00:00,5.2,1.7,10.6,4.6,,303,14.3,,1016.4,
2024-09-16 00:00:00,6.2,3.4,10.2,0.4,,309,11.8,,1016.4,
2024-09-17 00:00:00,6.7,2.2,11.7,3.4,,295,9.7,,1009.1,
2024-09-18 00:00:00,8.1,5.6,13.3,1,,207,4.6,,1008.3,
2024-09-19 00:00:00,7.6,5.7,11.9,1.5,,281,8.3,,1000.9,
2024-09-20 00:00:00,4,2.4,9.7,1.3,,321,9.3,,1001.7,
2024-09-21 00:00:00,3.6,1.1,8.5,9.7,,323,10.3,,995.8,
2024-09-22 00:00:00,3.1,0.3,5.5,12.7,,328,11.3,,996.5,
2024-09-23 00:00:00,2.4,-0.9,16.8,0.3,,303,14.5,,1010.6,
2024-09-24 00:00:00,3.5,0,6.7,9,,288,13,,1012.8,
2024-09-25 00:00:00,3.3,0,9,0.1,,297,13.4,,1023.9,
2024-09-26 00:00:00,5,2.8,10,0.8,,309,13.5,,1017.7,
2024-09-27 00:00:00,5.8,2.6,11.6,7.5,,317,13.6,,1004.5,
2024-09-28 00:00:00,5.3,2.9,9,24.2,,328,10.9,,1005.2,
2024-09-29 00:00:00,3.6,1.7,4.8,23.5,,330,7.3,,1003.1,
2024-09-30 00:00:00,1.8,-1.8,6.5,0.1,,278,6.8,,1010.6,
2024-10-01 00:00:00,3.3,-1.3,8.3,1.3,,312,10.7,,1017.3,
2024-10-02 00:00:00,5.5,3,11,0,,290,12.9,,1021.8,
2024-10-03 00:00:00,6.8,1.6,12.2,0,,288,12.7,,1019.2,
2024-10-04 00:00:00,6.1,-0.9,12.3,0,,298,9.1,,1018.1,
2024-10-05 00:00:00,5.4,-4.4,17.2,0,,304,5.6,,1022.9,
2024-10-06 00:00:00,7.4,-2.4,17.5,0,,308,7.3,,1017.5,
2024-10-07 00:00:00,9.3,0.2,18.8,0,,298,7.5,,1021.3,
2024-10-08 00:00:00,9.1,-0.9,20.5,0,,308,8.7,,1020.8,
2024-10-09 00:00:00,12.5,4.9,20.9,0,,314,12.3,,1016.8,
2024-10-10 00:00:00,10.2,4.2,20.2,0,,283,13.6,,1012.2,
2024-10-11 00:00:00,5.6,3.1,8.7,4.7,,298,12.5,,1009.9,
2024-10-12 00:00:00,6.8,3,12,5.7,,300,11.7,,1013,
2024-10-13 00:00:00,13.4,6.1,18.8,0,,296,11.1,,1020.6,
2024-10-14 00:00:00,11.3,7,17.2,0,,303,8.8,,1021.8,
2024-10-15 00:00:00,8.6,1.1,16.1,0,,310,10.4,,1017.4,
2024-10-16 00:00:00,9.3,1.3,18.7,0,,277,7.3,,1009.9,
2024-10-17 00:00:00,10.1,6.1,14.5,0.5,,285,9.9,,1014.8,
2024-10-18 00:00:00,11.2,5.4,15.8,0.5,,281,8.9,,1016.8,
2024-10-19 00:00:00,10.1,1,17,0.8,,289,7.4,,1008.7,
2024-10-20 00:00:00,9.7,2.1,17,0,,303,12,,1008.5,
2024-10-21 00:00:00,12.5,9.8,18.6,0,,283,15.1,,1015.9,
2024-10-22 00:00:00,12.7,5.8,22.7,0,,315,8.8,,1019.5,
2024-10-23 00:00:00,14.1,5.8,24.4,0,,300,11.3,,1013.8,
2024-10-24 00:00:00,10.8,5.2,22.3,1,,279,13.7,,1012.3,
2024-10-25 00:00:00,6.9,3,12.8,0.3,,299,16.3,,1018.3,
2024-10-26 00:00:00,8.8,5.8,14.8,0,,290,16.6,,1019.2,
2024-10-27 00:00:00,11.3,7.2,15.4,0,,287,18.3,,1015.9,
2024-10-28 00:00:00,16.2,7.1,27.5,0,,288,15.4,,1018.1,
2024-10-29 00:00:00,13.6,8.7,23,0,,292,10.6,,1016.9,
2024-10-30 00:00:00,9.4,4.3,16.7,0,,297,9.7,,1014.1,
2024-10-31 00:00:00,12,4.1,21,0,,312,8.7,,1009.2,
2024-11-01 00:00:00,8.1,3.6,12,6.5,,317,12.4,,1000.3,
2024-11-02 00:00:00,7.1,9.5,16.7,1.3,,336,11.8,,1011.3,
2024-11-03 00:00:00,8.9,5.6,13.9,0.5,,344,11.5,,1000.8,
2024-11-04 00:00:00,5.4,3.5,14.1,11.2,,339,12.7,,1003.9,
2024-11-05 00:00:00,4.8,3.2,10.2,39.4,,333,10.8,,1006.4,
2024-11-06 00:00:00,6.3,2.3,12.6,0.4,,303,11.7,,1018.2,
2024-11-07 00:00:00,6.6,0.4,13,0.3,,314,10.7,,1014.7,
2024-11-08 00:00:00,10.4,6.4,15.5,2.9,,325,10,,1008.5,
2024-11-09 00:00:00,7.6,3.9,11.2,6.3,,323,11.5,,1005.6,
2024-11-10 00:00:00,7.7,7.5,16.2,0.5,,306,11.6,,1009.7,
2024-11-11 00:00:00,8.6,6,12.6,0,,301,13.6,,1017.5,
2024-11-12 00:00:00,9.8,6.5,17,0,,316,14.5,,1015.9,
2024-11-13 00:00:00,11.5,10.6,16.4,0,,306,13.8,,1011.3,
2024-11-14 00:00:00,11,7.3,15.8,23,,328,11.9,,1003.9,
2024-11-15 00:00:00,7.7,5.8,16.9,9.7,,318,14.3,,1003.2,
2024-11-16 00:00:00,7.9,4.2,12.5,0,,284,15.3,,1018.8,
2024-11-17 00:00:00,8.4,3.3,24.4,0,,292,12.7,,1024.7,
2024-11-18 00:00:00,10.3,1.4,19.4,0,,201,4.5,,1020.8,
