FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
230807;1600;0,15;;;
230807;1700;0,9;;;
230807;1800;2,34;;;
230807;1900;4,08;;;
230807;2000;4,89;;;
230807;2100;4,1;;;
230807;2200;4,57;;;
230807;2300;5,12;;;
230808;0000;2,29;;;
230808;0100;3,1;;;
230808;0200;2,75;;;
230808;0300;1,91;;;
230808;0400;1,34;;;
230808;0500;1,19;;;
230808;0600;0,1;;;
230808;0700;0,52;;;
230808;0800;1,28;;;
230808;0900;0,32;;;
230808;1000;0,13;;;
230808;1100;0,1;;;
230808;1200;0,1;;;
230808;1300;0,1;;;
230808;1400;0,1;;;
230808;1500;0,1;;;
230808;1600;0,1;;;
230808;1700;0,1;;;
230808;1800;0,25;;;
230808;1900;0,33;;;
230808;2000;0,74;;;
230808;2100;0,46;;;
230808;2200;0,42;;;
230808;2300;1,59;;;
230809;0000;1,59;;;
230809;0100;2,54;;;
230809;0200;1,27;;;
230809;0300;0,16;;;
230809;0400;0,28;;;
230809;0500;0,11;;;
230809;0600;0,44;;;
230809;0700;0,67;;;
230809;0800;0,65;;;
230809;0900;0,5;;;
230809;1000;0,69;;;
230809;1100;0,84;;;
230809;1200;0,53;;;
230809;1300;0,57;;;
230809;1400;0,61;;;
230809;1500;0,3;;;
230809;1600;0,7;;;
230809;1700;0,55;;;
230809;1800;1,31;;;
230809;1900;1,05;;;
230809;2000;1,35;;;
230809;2100;1,11;;;
230809;2200;1,15;;;
230809;2300;1,15;;;
230810;0000;2,92;;;
230810;0100;1,54;;;
230810;0200;1,64;;;
230810;0300;1,2;;;
230810;0400;0,5;;;
230810;0500;0,2;;;
230810;0600;0,34;;;
230810;0700;0,19;;;
230810;0800;0,23;;;
230810;0900;0,17;;;
230810;1000;0,13;;;
230810;1100;0,16;;;
230810;1200;0,14;;;
230810;1300;0,13;;;
230810;1400;0,1;;;
230810;1500;0,1;;;
230810;1600;0,1;;;
230810;1700;;;;
230810;1800;0,33;;;
230810;1900;0,4;;;
230810;2000;0,58;;;
230810;2100;0,68;;;
230810;2200;0,39;;;
230810;2300;0,72;;;
230811;0000;0,46;;;
230811;0100;0,15;;;
230811;0200;0,11;;;
230811;0300;0,1;;;
230811;0400;0,1;;;
230811;0500;0,1;;;
230811;0600;0,11;;;
230811;0700;0,29;;;
230811;0800;0,32;;;
230811;0900;0,1;;;
230811;1000;0,1;;;
230811;1100;0,1;;;
230811;1200;0,1;;;
230811;1300;0,1;;;
230811;1400;0,1;;;
230811;1500;0,1;;;
230811;1600;0,1;;;
230811;1700;0,34;;;
230811;1800;0,72;;;
230811;1900;0,52;;;
230811;2000;0,63;;;
230811;2100;0,78;;;
230811;2200;0,93;;;
230811;2300;1,33;;;
230812;0000;0,44;;;
230812;0100;0,32;;;
230812;0200;0,11;;;
230812;0300;0,13;;;
230812;0400;0,12;;;
230812;0500;0,12;;;
230812;0600;0,12;;;
230812;0700;0,11;;;
230812;0800;0,46;;;
230812;0900;0,62;;;
230812;1000;0,11;;;
230812;1100;0,45;;;
230812;1200;0,83;;;
230812;1300;2,5;;;
230812;1400;2,53;;;
230812;1500;3,03;;;
230812;1600;2,95;;;
230812;1700;2,76;;;
230812;1800;2,96;;;
230812;1900;3,63;;;
230812;2000;4,7;;;
230812;2100;4,77;;;
230812;2200;3,18;;;
230812;2300;3,36;;;
230813;0000;1,86;;;
230813;0100;;;;
230813;0200;2,41;;;
230813;0300;3,74;;;
230813;0400;3,61;;;
230813;0500;1,98;;;
230813;0600;2,3;;;
230813;0700;1,87;;;
230813;0800;1,06;;;
230813;0900;0,84;;;
230813;1000;1;;;
230813;1100;1,69;;;
230813;1200;1,37;;;
230813;1300;1,34;;;
230813;1400;1,21;;;
230813;1500;0,77;;;
230813;1600;0,6;;;
230813;1700;1,33;;;
230813;1800;2,15;;;
230813;1900;1,66;;;
230813;2000;0,78;;;
230813;2100;0,63;;;
230813;2200;0,41;;;
230813;2300;1,42;;;
230814;0000;1,1;;;
230814;0100;0,37;;;
230814;0200;0,15;;;
230814;0300;0,14;;;
230814;0400;0,26;;;
230814;0500;0,45;;;
230814;0600;0,19;;;
230814;0700;0,19;;;
230814;0800;0,41;;;
230814;0900;0,32;;;
230814;1000;0,33;;;
230814;1100;0,5;;;
230814;1200;0,69;;;
230814;1300;1,04;;;
230814;1400;0,89;;;
230814;1500;1,12;;;
230814;1600;1,3;;;
230814;1700;1,2;;;
230814;1800;1,85;;;
230814;1900;2,25;;;
230814;2000;2,24;;;
230814;2100;0,79;;;
230814;2200;0,11;;;
230814;2300;0,17;;;
230815;0000;0,45;;;
230815;0100;0,22;;;
230815;0200;0,25;;;
230815;0300;0,16;;;
230815;0400;0,13;;;
230815;0500;0,11;;;
230815;0600;0,17;;;
230815;0700;0,18;;;
230815;0800;0,17;;;
230815;0900;0,14;;;
230815;1000;0,13;;;
230815;1100;0,23;;;
230815;1200;0,17;;;
230815;1300;0,37;;;
230815;1400;;;;
230815;1500;;;;
230815;1600;0,2;;;
230815;1700;0,27;;;
230815;1800;0,3;;;
230815;1900;0,37;;;
230815;2000;0,65;;;
230815;2100;0,71;;;
230815;2200;0,47;;;
230815;2300;0,47;;;
230816;0000;0,44;;;
230816;0100;0,34;;;
230816;0200;0,23;;;
230816;0300;0,18;;;
230816;0400;0,18;;;
230816;0500;0,18;;;
230816;0600;0,16;;;
230816;0700;0,38;;;
230816;0800;0,47;;;
230816;0900;0,43;;;
230816;1000;0,59;;;
230816;1100;0,81;;;
230816;1200;0,68;;;
230816;1300;0,67;;;
230816;1400;0,71;;;
230816;1500;0,71;;;
230816;1600;0,78;;;
230816;1700;0,94;;;
230816;1800;1,28;;;
230816;1900;1,46;;;
230816;2000;1,52;;;
230816;2100;1,75;;;
230816;2200;1,82;;;
230816;2300;1,59;;;
230817;0000;1,62;;;
230817;0100;1,38;;;
230817;0200;1,16;;;
230817;0300;1,31;;;
230817;0400;0,92;;;
230817;0500;0,75;;;
230817;0600;0,74;;;
230817;0700;0,93;;;
230817;0800;1,31;;;
230817;0900;1,12;;;
230817;1000;0,63;;;
230817;1100;0,48;;;
230817;1200;0,59;;;
230817;1300;0,68;;;
230817;1400;0,75;;;
230817;1500;0,75;;;
230817;1600;0,86;;;
230817;1700;1,09;;;
230817;1800;1,04;;;
230817;1900;2,25;;;
230817;2000;1,71;;;
230817;2100;2,33;;;
230817;2200;2,25;;;
230817;2300;1;;;
230818;0000;0,66;;;
230818;0100;1,25;;;
230818;0200;0,8;;;
230818;0300;1,54;;;
230818;0400;1,97;;;
230818;0500;0,85;;;
230818;0600;0,91;;;
230818;0700;1,61;;;
230818;0800;0,87;;;
230818;0900;0,41;;;
230818;1000;0,14;;;
230818;1100;0,13;;;
230818;1200;0,12;;;
230818;1300;0,23;;;
230818;1400;0,2;;;
230818;1500;;;;
230818;1600;0,25;;;
230818;1700;0,65;;;
230818;1800;3,5;;;
230818;1900;5,22;;;
230818;2000;5,33;;;
230818;2100;3,14;;;
230818;2200;2,76;;;
230818;2300;1,23;;;
230819;0000;3,05;;;
230819;0100;1,55;;;
230819;0200;0,22;;;
230819;0300;0,18;;;
230819;0400;0,59;;;
230819;0500;0,82;;;
230819;0600;1,03;;;
230819;0700;1,2;;;
230819;0800;0,36;;;
230819;0900;0,36;;;
230819;1000;0,24;;;
230819;1100;0,4;;;
230819;1200;0,24;;;
230819;1300;0,17;;;
230819;1400;0,25;;;
230819;1500;0,19;;;
230819;1600;0,53;;;
230819;1700;0,78;;;
230819;1800;0,9;;;
230819;1900;0,85;;;
230819;2000;1,19;;;
230819;2100;1,1;;;
230819;2200;1,22;;;
230819;2300;2,42;;;
230820;0000;1,51;;;
230820;0100;0,91;;;
230820;0200;0,7;;;
230820;0300;0,8;;;
230820;0400;0,47;;;
230820;0500;0,34;;;
230820;0600;0,7;;;
230820;0700;0,69;;;
230820;0800;0,47;;;
230820;0900;0,32;;;
230820;1000;0,53;;;
230820;1100;0,41;;;
230820;1200;0,29;;;
230820;1300;0,2;;;
230820;1400;0,19;;;
230820;1500;0,27;;;
230820;1600;0,4;;;
230820;1700;0,69;;;
230820;1800;1,29;;;
230820;1900;1,3;;;
230820;2000;1,2;;;
230820;2100;1,03;;;
230820;2200;0,7;;;
230820;2300;1,45;;;
230821;0000;1,63;;;
230821;0100;0,83;;;
230821;0200;0,91;;;
230821;0300;0,71;;;
230821;0400;0,46;;;
230821;0500;0,4;;;
230821;0600;0,35;;;
230821;0700;0,9;;;
230821;0800;0,84;;;
230821;0900;0,42;;;
230821;1000;0,53;;;
230821;1100;0,2;;;
230821;1200;0,16;;;
230821;1300;0,17;;;
230821;1400;0,16;;;
230821;1500;0,28;;;
230821;1600;0,33;;;
230821;1700;0,43;;;
230821;1800;0,76;;;
230821;1900;1,05;;;
230821;2000;1,78;;;
230821;2100;0,71;;;
230821;2200;0,89;;;
230821;2300;0,62;;;
230822;0000;0,52;;;
230822;0100;0,21;;;
230822;0200;0,1;;;
230822;0300;0,1;;;
230822;0400;0,1;;;
230822;0500;0,1;;;
230822;0600;0,1;;;
230822;0700;0,13;;;
230822;0800;0,15;;;
230822;0900;0,11;;;
230822;1000;0,1;;;
230822;1100;0,15;;;
230822;1200;0,12;;;
230822;1300;0,17;;;
230822;1400;0,11;;;
230822;1500;0,11;;;
230822;1600;0,13;;;
230822;1700;0,39;;;
230822;1800;0,35;;;
230822;1900;0,26;;;
230822;2000;0,88;;;
230822;2100;0,44;;;
230822;2200;0,65;;;
230822;2300;0,22;;;
230823;0000;0,15;;;
230823;0100;0,1;;;
230823;0200;0,1;;;
230823;0300;0,1;;;
230823;0400;0,1;;;
230823;0500;0,1;;;
230823;0600;0,11;;;
230823;0700;0,11;;;
230823;0800;0,14;;;
230823;0900;0,16;;;
230823;1000;0,11;;;
230823;1100;0,11;;;
230823;1200;0,13;;;
230823;1300;0,13;;;
230823;1400;0,1;;;
230823;1500;0,11;;;
230823;1600;0,2;;;
230823;1700;0,44;;;
230823;1800;0,29;;;
230823;1900;0,77;;;
230823;2000;0,54;;;
230823;2100;0,43;;;
230823;2200;0,17;;;
230823;2300;0,1;;;
230824;0000;0,1;;;
230824;0100;0,1;;;
230824;0200;0,34;;;
230824;0300;0,22;;;
230824;0400;0,1;;;
230824;0500;0,1;;;
230824;0600;0,11;;;
230824;0700;0,2;;;
230824;0800;0,1;;;
230824;0900;0,11;;;
230824;1000;0,1;;;
230824;1100;0,12;;;
230824;1200;0,11;;;
230824;1300;0,11;;;
230824;1400;0,1;;;
230824;1500;0,12;;;
230824;1600;;;;
230824;1700;0,17;;;
230824;1800;0,23;;;
230824;1900;0,58;;;
230824;2000;0,58;;;
230824;2100;0,42;;;
230824;2200;1,15;;;
230824;2300;0,94;;;
230825;0000;0,36;;;
230825;0100;0,92;;;
230825;0200;0,52;;;
230825;0300;0,77;;;
230825;0400;0,13;;;
230825;0500;0,11;;;
230825;0600;0,11;;;
230825;0700;0,32;;;
230825;0800;0,29;;;
230825;0900;0,11;;;
230825;1000;0,11;;;
230825;1100;0,1;;;
230825;1200;0,1;;;
230825;1300;0,11;;;
230825;1400;0,1;;;
230825;1500;0,1;;;
230825;1600;0,14;;;
230825;1700;0,27;;;
230825;1800;0,21;;;
230825;1900;0,44;;;
230825;2000;0,75;;;
230825;2100;0,56;;;
230825;2200;0,58;;;
230825;2300;0,22;;;
230826;0000;0,23;;;
230826;0100;0,14;;;
230826;0200;0,11;;;
230826;0300;0,1;;;
230826;0400;0,1;;;
230826;0500;0,1;;;
230826;0600;0,1;;;
230826;0700;0,1;;;
230826;0800;0,1;;;
230826;0900;0,12;;;
230826;1000;0,14;;;
230826;1100;0,11;;;
230826;1200;0,13;;;
230826;1300;0,1;;;
230826;1400;0,14;;;
230826;1500;0,1;;;
230826;1600;0,11;;;
230826;1700;0,11;;;
230826;1800;0,37;;;
230826;1900;0,17;;;
230826;2000;0,29;;;
230826;2100;0,13;;;
230826;2200;0,24;;;
230826;2300;0,2;;;
230827;0000;0,1;;;
230827;0100;0,1;;;
230827;0200;0,1;;;
230827;0300;0,1;;;
230827;0400;0,1;;;
230827;0500;0,1;;;
230827;0600;0,1;;;
230827;0700;0,1;;;
230827;0800;0,14;;;
230827;0900;0,1;;;
230827;1000;0,1;;;
230827;1100;0,1;;;
230827;1200;0,1;;;
230827;1300;0,12;;;
230827;1400;0,14;;;
230827;1500;0,1;;;
230827;1600;0,15;;;
230827;1700;0,39;;;
230827;1800;0,32;;;
230827;1900;0,74;;;
230827;2000;0,51;;;
230827;2100;1,09;;;
230827;2200;1;;;
230827;2300;0,26;;;
230828;0000;0,44;;;
230828;0100;0,22;;;
230828;0200;0,1;;;
230828;0300;0,1;;;
230828;0400;0,1;;;
230828;0500;0,1;;;
230828;0600;0,1;;;
230828;0700;0,1;;;
230828;0800;0,22;;;
230828;0900;0,12;;;
230828;1000;0,1;;;
230828;1100;0,1;;;
230828;1200;0,12;;;
230828;1300;0,13;;;
230828;1400;0,1;;;
230828;1500;0,1;;;
230828;1600;0,1;;;
230828;1700;0,22;;;
230828;1800;0,24;;;
230828;1900;0,27;;;
230828;2000;0,23;;;
230828;2100;0,26;;;
230828;2200;0,16;;;
230828;2300;0,16;;;
230829;0000;0,1;;;
230829;0100;0,1;;;
230829;0200;0,1;;;
230829;0300;0,1;;;
230829;0400;0,11;;;
230829;0500;0,12;;;
230829;0600;0,1;;;
230829;0700;0,26;;;
230829;0800;0,34;;;
230829;0900;0,13;;;
230829;1000;0,2;;;
230829;1100;0,1;;;
230829;1200;0,1;;;
230829;1300;0,1;;;
230829;1400;0,1;;;
230829;1500;0,1;;;
230829;1600;0,13;;;
230829;1700;0,39;;;
230829;1800;0,33;;;
230829;1900;0,17;;;
230829;2000;0,27;;;
230829;2100;0,25;;;
230829;2200;0,14;;;
230829;2300;0,54;;;
230830;0000;0,19;;;
230830;0100;0,1;;;
230830;0200;0,1;;;
230830;0300;0,1;;;
230830;0400;0,1;;;
230830;0500;0,1;;;
230830;0600;0,1;;;
230830;0700;0,22;;;
230830;0800;0,85;;;
230830;0900;0,25;;;
230830;1000;0,1;;;
230830;1100;0,1;;;
230830;1200;0,1;;;
230830;1300;0,1;;;
230830;1400;0,1;;;
230830;1500;0,1;;;
230830;1600;0,1;;;
230830;1700;;;;
230830;1800;0,3;;;
230830;1900;0,35;;;
230830;2000;0,1;;;
230830;2100;0,12;;;
230830;2200;0,1;;;
230830;2300;0,1;;;
230831;0000;0,11;;;
230831;0100;0,1;;;
230831;0200;0,1;;;
230831;0300;0,1;;;
230831;0400;0,1;;;
230831;0500;0,1;;;
230831;0600;0,1;;;
230831;0700;0,1;;;
230831;0800;0,11;;;
230831;0900;0,15;;;
230831;1000;0,15;;;
230831;1100;0,26;;;
230831;1200;0,1;;;
230831;1300;0,11;;;
230831;1400;0,19;;;
230831;1500;0,33;;;
230831;1600;0,52;;;
230831;1700;0,75;;;
230831;1800;0,69;;;
230831;1900;1,88;;;
230831;2000;2,37;;;
230831;2100;1,74;;;
230831;2200;1,69;;;
230831;2300;0,89;;;
230901;0000;;0,18;;
230901;0100;;0,22;;
230901;0200;;0,1;;
230901;0300;;0,1;;
230901;0400;;0,1;;
230901;0500;;0,1;;
230901;0600;;0,1;;
230901;0700;;0,1;;
230901;0800;;0,1;;
230901;0900;;0,18;;
230901;1000;;0,1;;
230901;1100;;0,1;;
230901;1200;;0,1;;
230901;1300;;0,1;;
230901;1400;;0,17;;
230901;1500;;0,16;;
230901;1600;;0,15;;
230901;1700;;0,24;;
230901;1800;;0,32;;
230901;1900;;0,2;;
230901;2000;;0,31;;
230901;2100;;0,38;;
230901;2200;;0,43;;
230901;2300;;0,7;;
230902;0000;;0,47;;
230902;0100;;0,51;;
230902;0200;;0,18;;
230902;0300;;0,12;;
230902;0400;;0,13;;
230902;0500;;0,1;;
230902;0600;;0,1;;
230902;0700;;0,1;;
230902;0800;;0,11;;
230902;0900;;0,1;;
230902;1000;;0,12;;
230902;1100;;0,1;;
230902;1200;;0,1;;
230902;1300;;0,11;;
230902;1400;;0,27;;
230902;1500;;0,23;;
230902;1600;;0,11;;
230902;1700;;0,25;;
230902;1800;;0,32;;
230902;1900;;0,61;;
230902;2000;;0,5;;
230902;2100;;0,37;;
230902;2200;;0,74;;
230902;2300;;0,91;;
230903;0000;;1,32;;
230903;0100;;0,96;;
230903;0200;;0,44;;
230903;0300;;0,13;;
230903;0400;;0,18;;
230903;0500;;0,1;;
230903;0600;;0,86;;
230903;0700;;0,43;;
230903;0800;;0,16;;
230903;0900;;0,1;;
230903;1000;;0,1;;
230903;1100;;0,1;;
230903;1200;;0,1;;
230903;1300;;0,1;;
230903;1400;;0,1;;
230903;1500;;0,1;;
230903;1600;;0,16;;
230903;1700;;0,16;;
230903;1800;;0,34;;
230903;1900;;0,62;;
230903;2000;;0,76;;
230903;2100;;3,58;;
230903;2200;;3;;
230903;2300;;3,21;;
230904;0000;;2,21;;
230904;0100;;1,74;;
230904;0200;;0,9;;
230904;0300;;0,39;;
230904;0400;;0,72;;
230904;0500;;0,75;;
230904;0600;;1,95;;
230904;0700;;2,65;;
230904;0800;;0,67;;
230904;0900;;0,1;;
230904;1000;;0,1;;
230904;1100;;0,1;;
230904;1200;;0,1;;
230904;1300;;0,11;;
230904;1400;;0,19;;
230904;1500;;0,17;;
230904;1600;;0,25;;
230904;1700;;0,32;;
230904;1800;;0,37;;
230904;1900;;0,38;;
230904;2000;;0,47;;
230904;2100;;1,33;;
230904;2200;;1,96;;
230904;2300;;2,05;;
230905;0000;;2,16;;
230905;0100;;0,98;;
230905;0200;;0,3;;
230905;0300;;1,04;;
230905;0400;;0,41;;
230905;0500;;0,97;;
230905;0600;;2,56;;
230905;0700;;3,33;;
230905;0800;;0,65;;
230905;0900;;0,11;;
230905;1000;;0,27;;
230905;1100;;0,1;;
230905;1200;;0,1;;
230905;1300;;0,1;;
230905;1400;;0,11;;
230905;1500;;0,1;;
230905;1600;;0,1;;
230905;1700;;0,12;;
230905;1800;;0,15;;
230905;1900;;0,32;;
230905;2000;;0,2;;
230905;2100;;0,11;;
230905;2200;;0,1;;
230905;2300;;0,1;;
230906;0000;;0,1;;
230906;0100;;0,11;;
230906;0200;;0,1;;
230906;0300;;0,1;;
230906;0400;;0,1;;
230906;0500;;0,1;;
230906;0600;;0,23;;
230906;0700;;0,55;;
230906;0800;;0,28;;
230906;0900;;0,29;;
230906;1000;;0,29;;
230906;1100;;0,19;;
230906;1200;;0,15;;
230906;1300;;0,1;;
230906;1400;;0,13;;
230906;1500;;0,15;;
230906;1600;;0,16;;
230906;1700;;0,41;;
230906;1800;;1,6;;
230906;1900;;3,08;;
230906;2000;;3,39;;
230906;2100;;2,85;;
230906;2200;;1,4;;
230906;2300;;2,96;;
230907;0000;;0,98;;
230907;0100;;1,35;;
230907;0200;;0,56;;
230907;0300;;1,14;;
230907;0400;;0,52;;
230907;0500;;0,69;;
230907;0600;;0,66;;
230907;0700;;1,17;;
230907;0800;;1,22;;
230907;0900;;1,14;;
230907;1000;;0,61;;
230907;1100;;0,59;;
230907;1200;;0,14;;
230907;1300;;0,14;;
230907;1400;;0,1;;
230907;1500;;0,1;;
230907;1600;;0,11;;
230907;1700;;0,13;;
230907;1800;;0,27;;
230907;1900;;0,23;;
230907;2000;;0,3;;
230907;2100;;0,93;;
230907;2200;;0,91;;
230907;2300;;0,32;;
230908;0000;;1,01;;
230908;0100;;0,76;;
230908;0200;;0,58;;
230908;0300;;0,43;;
230908;0400;;0,1;;
230908;0500;;0,41;;
230908;0600;;0,84;;
230908;0700;;1,42;;
230908;0800;;0,11;;
230908;0900;;0,1;;
230908;1000;;0,11;;
230908;1100;;0,1;;
230908;1200;;0,13;;
230908;1300;;0,1;;
230908;1400;;0,1;;
230908;1500;;0,13;;
230908;1600;;;;
230908;1700;;0,26;;
230908;1800;;0,41;;
230908;1900;;0,55;;
230908;2000;;1,5;;
230908;2100;;1,84;;
230908;2200;;2,01;;
230908;2300;;1,1;;
230909;0000;;0,72;;
230909;0100;;1,04;;
230909;0200;;1,76;;
230909;0300;;1,63;;
230909;0400;;1,27;;
230909;0500;;0,65;;
230909;0600;;0,49;;
230909;0700;;0,56;;
230909;0800;;0,62;;
230909;0900;;0,46;;
230909;1000;;0,56;;
230909;1100;;0,79;;
230909;1200;;0,4;;
230909;1300;;0,23;;
230909;1400;;0,32;;
230909;1500;;0,1;;
230909;1600;;0,16;;
230909;1700;;0,15;;
230909;1800;;0,24;;
230909;1900;;0,27;;
230909;2000;;0,57;;
230909;2100;;0,53;;
230909;2200;;0,6;;
230909;2300;;0,14;;
230910;0000;;0,15;;
230910;0100;;0,11;;
230910;0200;;0,42;;
230910;0300;;0,35;;
230910;0400;;0,27;;
230910;0500;;0,29;;
230910;0600;;0,47;;
230910;0700;;0,21;;
230910;0800;;0,1;;
230910;0900;;0,12;;
230910;1000;;0,1;;
230910;1100;;0,1;;
230910;1200;;0,11;;
230910;1300;;0,18;;
230910;1400;;0,1;;
230910;1500;;0,11;;
230910;1600;;0,11;;
230910;1700;;0,11;;
230910;1800;;0,43;;
230910;1900;;0,47;;
230910;2000;;0,28;;
230910;2100;;0,2;;
230910;2200;;0,64;;
230910;2300;;0,83;;
230911;0000;;0,73;;
230911;0100;;1,06;;
230911;0200;;0,17;;
230911;0300;;0,19;;
230911;0400;;0,1;;
230911;0500;;0,1;;
230911;0600;;0,1;;
230911;0700;;0,11;;
230911;0800;;0,12;;
230911;0900;;0,1;;
230911;1000;;0,1;;
230911;1100;;0,11;;
230911;1200;;0,1;;
230911;1300;;0,1;;
230911;1400;;0,1;;
230911;1500;;0,1;;
230911;1600;;0,1;;
230911;1700;;0,1;;
230911;1800;;0,35;;
230911;1900;;0,18;;
230911;2000;;0,18;;
230911;2100;;0,27;;
230911;2200;;0,21;;
230911;2300;;0,1;;
230912;0000;;0,12;;
230912;0100;;0,1;;
230912;0200;;0,12;;
230912;0300;;0,13;;
230912;0400;;0,1;;
230912;0500;;0,1;;
230912;0600;;0,42;;
230912;0700;;1,01;;
230912;0800;;0,1;;
230912;0900;;0,1;;
230912;1000;;0,1;;
230912;1100;;0,1;;
230912;1200;;0,1;;
230912;1300;;0,1;;
230912;1400;;0,1;;
230912;1500;;0,1;;
230912;1600;;0,14;;
230912;1700;;0,36;;
230912;1800;;0,51;;
230912;1900;;0,44;;
230912;2000;;0,44;;
230912;2100;;0,36;;
230912;2200;;0,32;;
230912;2300;;0,21;;
230913;0000;;0,16;;
230913;0100;;0,17;;
230913;0200;;0,11;;
230913;0300;;0,1;;
230913;0400;;0,14;;
230913;0500;;0,1;;
230913;0600;;0,19;;
230913;0700;;0,36;;
230913;0800;;0,15;;
230913;0900;;0,18;;
230913;1000;;0,25;;
230913;1100;;0,13;;
230913;1200;;0,16;;
230913;1300;;0,13;;
230913;1400;;0,11;;
230913;1500;;0,15;;
230913;1600;;0,21;;
230913;1700;;0,3;;
230913;1800;;0,43;;
230913;1900;;1,12;;
230913;2000;;1,29;;
230913;2100;;1,1;;
230913;2200;;0,68;;
230913;2300;;0,84;;
230914;0000;;0,29;;
230914;0100;;0,14;;
230914;0200;;0,11;;
230914;0300;;0,1;;
230914;0400;;0,1;;
230914;0500;;0,1;;
230914;0600;;0,11;;
230914;0700;;0,28;;
230914;0800;;0,19;;
230914;0900;;0,18;;
230914;1000;;0,33;;
230914;1100;;0,34;;
230914;1200;;0,25;;
230914;1300;;0,29;;
230914;1400;;0,29;;
230914;1500;;0,3;;
230914;1600;;0,29;;
230914;1700;;0,52;;
230914;1800;;0,33;;
230914;1900;;0,47;;
230914;2000;;0,53;;
230914;2100;;0,51;;
230914;2200;;0,13;;
230914;2300;;0,11;;
230915;0000;;0,17;;
230915;0100;;0,14;;
230915;0200;;0,1;;
230915;0300;;0,1;;
230915;0400;;0,1;;
230915;0500;;0,1;;
230915;0600;;0,15;;
230915;0700;;0,27;;
230915;0800;;0,16;;
230915;0900;;0,36;;
230915;1000;;0,5;;
230915;1100;;0,42;;
230915;1200;;0,48;;
230915;1300;;0,24;;
230915;1400;;0,22;;
230915;1500;;;;
230915;1600;;0,43;;
230915;1700;;0,6;;
230915;1800;;0,58;;
230915;1900;;0,63;;
230915;2000;;0,65;;
230915;2100;;0,8;;
230915;2200;;0,5;;
230915;2300;;0,71;;
230916;0000;;0,56;;
230916;0100;;0,38;;
230916;0200;;0,19;;
230916;0300;;0,34;;
230916;0400;;0,38;;
230916;0500;;0,3;;
230916;0600;;0,36;;
230916;0700;;0,27;;
230916;0800;;0,76;;
230916;0900;;0,79;;
230916;1000;;0,14;;
230916;1100;;0,12;;
230916;1200;;0,14;;
230916;1300;;0,18;;
230916;1400;;0,15;;
230916;1500;;0,35;;
230916;1600;;0,34;;
230916;1700;;0,38;;
230916;1800;;0,39;;
230916;1900;;0,31;;
230916;2000;;0,4;;
230916;2100;;0,19;;
230916;2200;;0,19;;
230916;2300;;0,23;;
230917;0000;;0,16;;
230917;0100;;0,17;;
230917;0200;;0,1;;
230917;0300;;0,18;;
230917;0400;;0,1;;
230917;0500;;0,15;;
230917;0600;;0,19;;
230917;0700;;0,16;;
230917;0800;;0,26;;
230917;0900;;0,2;;
230917;1000;;0,16;;
230917;1100;;0,12;;
230917;1200;;0,19;;
230917;1300;;0,15;;
230917;1400;;0,16;;
230917;1500;;0,16;;
230917;1600;;0,18;;
230917;1700;;0,41;;
230917;1800;;0,52;;
230917;1900;;1,17;;
230917;2000;;0,98;;
230917;2100;;0,87;;
230917;2200;;0,24;;
230917;2300;;0,3;;
230918;0000;;0,2;;
230918;0100;;0,55;;
230918;0200;;0,64;;
230918;0300;;0,22;;
230918;0400;;0,18;;
230918;0500;;0,11;;
230918;0600;;0,22;;
230918;0700;;0,11;;
230918;0800;;0,1;;
230918;0900;;0,1;;
230918;1000;;0,1;;
230918;1100;;0,1;;
230918;1200;;0,14;;
230918;1300;;0,12;;
230918;1400;;0,13;;
230918;1500;;0,13;;
230918;1600;;0,1;;
230918;1700;;0,18;;
230918;1800;;0,38;;
230918;1900;;1,84;;
230918;2000;;2,97;;
230918;2100;;1,07;;
230918;2200;;2,27;;
230918;2300;;2,2;;
230919;0000;;2,52;;
230919;0100;;1,48;;
230919;0200;;2,07;;
230919;0300;;1,68;;
230919;0400;;0,48;;
230919;0500;;0,35;;
230919;0600;;1,45;;
230919;0700;;0,69;;
230919;0800;;0,34;;
230919;0900;;0,48;;
230919;1000;;0,1;;
230919;1100;;0,1;;
230919;1200;;0,1;;
230919;1300;;0,1;;
230919;1400;;0,1;;
230919;1500;;0,1;;
230919;1600;;0,11;;
230919;1700;;0,23;;
230919;1800;;0,69;;
230919;1900;;1,21;;
230919;2000;;3,67;;
230919;2100;;3,68;;
230919;2200;;3,39;;
230919;2300;;3,33;;
230920;0000;;2,94;;
230920;0100;;4,22;;
230920;0200;;3,97;;
230920;0300;;2,54;;
230920;0400;;1,03;;
230920;0500;;1,69;;
230920;0600;;2,1;;
230920;0700;;2,56;;
230920;0800;;1,72;;
230920;0900;;0,85;;
230920;1000;;0,57;;
230920;1100;;0,18;;
230920;1200;;0,14;;
230920;1300;;0,14;;
230920;1400;;0,1;;
230920;1500;;0,12;;
230920;1600;;0,14;;
230920;1700;;0,14;;
230920;1800;;0,56;;
230920;1900;;1,9;;
230920;2000;;3,49;;
230920;2100;;4,38;;
230920;2200;;4;;
230920;2300;;4,13;;
230921;0000;;3,48;;
230921;0100;;1,12;;
230921;0200;;0,47;;
230921;0300;;0,59;;
230921;0400;;0,17;;
230921;0500;;0,36;;
230921;0600;;1,54;;
230921;0700;;2,46;;
230921;0800;;0,55;;
230921;0900;;0,1;;
230921;1000;;0,1;;
230921;1100;;0,11;;
