FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
230112;1000;1;;;
230112;1100;1;;;
230112;1200;1;;;
230112;1300;1;;;
230112;1400;1;;;
230112;1500;1;;;
230112;1600;1;;;
230112;1700;;;;
230112;1800;1;;;
230112;1900;1;;;
230112;2000;1;;;
230112;2100;1;;;
230112;2200;1;;;
230112;2300;1;;;
230113;0000;1;;;
230113;0100;1;;;
230113;0200;1;;;
230113;0300;1;;;
230113;0400;1;;;
230113;0500;1;;;
230113;0600;1;;;
230113;0700;1;;;
230113;0800;1;;;
230113;0900;1;;;
230113;1000;1;;;
230113;1100;1;;;
230113;1200;1;;;
230113;1300;1;;;
230113;1400;1;;;
230113;1500;1;;;
230113;1600;1;;;
230113;1700;1;;;
230113;1800;1;;;
230113;1900;1;;;
230113;2000;1;;;
230113;2100;1;;;
230113;2200;1;;;
230113;2300;1;;;
230114;0000;1;;;
230114;0100;1;;;
230114;0200;1;;;
230114;0300;1;;;
230114;0400;1;;;
230114;0500;1;;;
230114;0600;1;;;
230114;0700;1;;;
230114;0800;1;;;
230114;0900;1;;;
230114;1000;1;;;
230114;1100;1;;;
230114;1200;1;;;
230114;1300;1;;;
230114;1400;1;;;
230114;1500;1;;;
230114;1600;1;;;
230114;1700;1;;;
230114;1800;1;;;
230114;1900;1;;;
230114;2000;1;;;
230114;2100;1;;;
230114;2200;1;;;
230114;2300;1,09;;;
230115;0000;1;;;
230115;0100;1;;;
230115;0200;1;;;
230115;0300;1;;;
230115;0400;1;;;
230115;0500;1;;;
230115;0600;1;;;
230115;0700;1;;;
230115;0800;1;;;
230115;0900;1;;;
230115;1000;1;;;
230115;1100;1;;;
230115;1200;1;;;
230115;1300;1;;;
230115;1400;1;;;
230115;1500;1;;;
230115;1600;1;;;
230115;1700;1;;;
230115;1800;1;;;
230115;1900;1;;;
230115;2000;1;;;
230115;2100;1;;;
230115;2200;1;;;
230115;2300;1;;;
230116;0000;1;;;
230116;0100;1;;;
230116;0200;1;;;
230116;0300;1;;;
230116;0400;1;;;
230116;0500;1;;;
230116;0600;1;;;
230116;0700;1;;;
230116;0800;1;;;
230116;0900;1;;;
230116;1000;1;;;
230116;1100;1;;;
230116;1200;1;;;
230116;1300;1;;;
230116;1400;1;;;
230116;1500;1;;;
230116;1600;1;;;
230116;1700;1;;;
230116;1800;1;;;
230116;1900;1;;;
230116;2000;1;;;
230116;2100;1;;;
230116;2200;1;;;
230116;2300;1;;;
230117;0000;1;;;
230117;0100;1;;;
230117;0200;1;;;
230117;0300;1;;;
230117;0400;1;;;
230117;0500;1;;;
230117;0600;1;;;
230117;0700;1;;;
230117;0800;1;;;
230117;0900;1;;;
230117;1000;1;;;
230117;1100;1;;;
230117;1200;1;;;
230117;1300;1;;;
230117;1400;1;;;
230117;1500;1;;;
230117;1600;1;;;
230117;1700;1;;;
230117;1800;1;;;
230117;1900;1;;;
230117;2000;1;;;
230117;2100;1;;;
230117;2200;1;;;
230117;2300;1;;;
230118;0000;1;;;
230118;0100;1;;;
230118;0200;1;;;
230118;0300;1;;;
230118;0400;1;;;
230118;0500;1;;;
230118;0600;1;;;
230118;0700;1;;;
230118;0800;1;;;
230118;0900;1;;;
230118;1000;1;;;
230118;1100;1;;;
230118;1200;1;;;
230118;1300;1;;;
230118;1400;1;;;
230118;1500;1;;;
230118;1600;1;;;
230118;1700;1;;;
230118;1800;1;;;
230118;1900;1;;;
230118;2000;1;;;
230118;2100;1;;;
230118;2200;1;;;
230118;2300;1;;;
230119;0000;1;;;
230119;0100;1;;;
230119;0200;1;;;
230119;0300;1;;;
230119;0400;1;;;
230119;0500;1;;;
230119;0600;1;;;
230119;0700;1;;;
230119;0800;1;;;
230119;0900;1;;;
230119;1000;1;;;
230119;1100;1;;;
230119;1200;1;;;
230119;1300;1;;;
230119;1400;1;;;
230119;1500;1;;;
230119;1600;1;;;
230119;1700;1;;;
230119;1800;1;;;
230119;1900;1;;;
230119;2000;1;;;
230119;2100;1;;;
230119;2200;1;;;
230119;2300;1;;;
230120;0000;1;;;
230120;0100;1;;;
230120;0200;1;;;
230120;0300;1;;;
230120;0400;1;;;
230120;0500;1;;;
230120;0600;1;;;
230120;0700;1;;;
230120;0800;1;;;
230120;0900;1;;;
230120;1000;1;;;
230120;1100;1;;;
230120;1200;1;;;
230120;1300;1;;;
230120;1400;1;;;
230120;1500;1;;;
230120;1600;1;;;
230120;1700;1;;;
230120;1800;1;;;
230120;1900;1;;;
230120;2000;1;;;
230120;2100;1;;;
230120;2200;1;;;
230120;2300;1;;;
230121;0000;1;;;
230121;0100;1;;;
230121;0200;1;;;
230121;0300;1;;;
230121;0400;1;;;
230121;0500;1;;;
230121;0600;1;;;
230121;0700;1;;;
230121;0800;1;;;
230121;0900;1;;;
230121;1000;1;;;
230121;1100;1;;;
230121;1200;1;;;
230121;1300;;;;
230121;1400;1;;;
230121;1500;1;;;
230121;1600;1;;;
230121;1700;1;;;
230121;1800;1;;;
230121;1900;1;;;
230121;2000;1;;;
230121;2100;1;;;
230121;2200;1;;;
230121;2300;1;;;
230122;0000;1;;;
230122;0100;1;;;
230122;0200;1;;;
230122;0300;1;;;
230122;0400;1;;;
230122;0500;1;;;
230122;0600;1;;;
230122;0700;1;;;
230122;0800;1;;;
230122;0900;1;;;
230122;1000;1;;;
230122;1100;1;;;
230122;1200;1;;;
230122;1300;1;;;
230122;1400;1;;;
230122;1500;1;;;
230122;1600;1;;;
230122;1700;1;;;
230122;1800;1;;;
230122;1900;1;;;
230122;2000;1;;;
230122;2100;1;;;
230122;2200;1;;;
230122;2300;1;;;
230123;0000;1;;;
230123;0100;1;;;
230123;0200;1;;;
230123;0300;1;;;
230123;0400;1;;;
230123;0500;1;;;
230123;0600;1;;;
230123;0700;1;;;
230123;0800;1;;;
230123;0900;1;;;
230123;1000;1;;;
230123;1100;1;;;
230123;1200;1;;;
230123;1300;1;;;
230123;1400;1;;;
230123;1500;1;;;
230123;1600;1;;;
230123;1700;1;;;
230123;1800;1;;;
230123;1900;1;;;
230123;2000;1;;;
230123;2100;1;;;
230123;2200;1;;;
230123;2300;1;;;
230124;0000;1;;;
230124;0100;1;;;
230124;0200;1;;;
230124;0300;1;;;
230124;0400;1;;;
230124;0500;1;;;
230124;0600;1;;;
230124;0700;1;;;
230124;0800;1;;;
230124;0900;1;;;
230124;1000;1;;;
230124;1100;1;;;
230124;1200;1;;;
230124;1300;1;;;
230124;1400;1;;;
230124;1500;1;;;
230124;1600;;;;
230124;1700;1;;;
230124;1800;1;;;
230124;1900;1;;;
230124;2000;1;;;
230124;2100;1;;;
230124;2200;1;;;
230124;2300;1;;;
230125;0000;1;;;
230125;0100;1;;;
230125;0200;1;;;
230125;0300;1;;;
230125;0400;1;;;
230125;0500;1;;;
230125;0600;1;;;
230125;0700;1;;;
230125;0800;1;;;
230125;0900;1;;;
230125;1000;1;;;
230125;1100;1;;;
230125;1200;1;;;
230125;1300;1;;;
230125;1400;1;;;
230125;1500;1;;;
230125;1600;1;;;
230125;1700;1;;;
230125;1800;1;;;
230125;1900;1;;;
230125;2000;1;;;
230125;2100;1;;;
230125;2200;1;;;
230125;2300;1;;;
230126;0000;1;;;
230126;0100;1;;;
230126;0200;1;;;
230126;0300;1;;;
230126;0400;1;;;
230126;0500;1;;;
230126;0600;1;;;
230126;0700;1;;;
230126;0800;1;;;
230126;0900;1;;;
230126;1000;1;;;
230126;1100;1;;;
230126;1200;1;;;
230126;1300;1;;;
230126;1400;1;;;
230126;1500;1;;;
230126;1600;1;;;
230126;1700;1;;;
230126;1800;1;;;
230126;1900;1;;;
230126;2000;1;;;
230126;2100;1;;;
230126;2200;1;;;
230126;2300;1;;;
230127;0000;1;;;
230127;0100;1;;;
230127;0200;1;;;
230127;0300;1;;;
230127;0400;1;;;
230127;0500;1;;;
230127;0600;1;;;
230127;0700;1;;;
230127;0800;1;;;
230127;0900;1;;;
230127;1000;1;;;
230127;1100;1;;;
230127;1200;1;;;
230127;1300;1;;;
230127;1400;1;;;
230127;1500;1;;;
230127;1600;1;;;
230127;1700;1;;;
230127;1800;1;;;
230127;1900;1;;;
230127;2000;1;;;
230127;2100;1;;;
230127;2200;1;;;
230127;2300;1;;;
230128;0000;1;;;
230128;0100;1;;;
230128;0200;1;;;
230128;0300;1;;;
230128;0400;1;;;
230128;0500;1;;;
230128;0600;1;;;
230128;0700;1;;;
230128;0800;1;;;
230128;0900;1;;;
230128;1000;1;;;
230128;1100;1;;;
230128;1200;1;;;
230128;1300;1;;;
230128;1400;1;;;
230128;1500;1;;;
230128;1600;1;;;
230128;1700;1;;;
230128;1800;1;;;
230128;1900;1;;;
230128;2000;1;;;
230128;2100;1;;;
230128;2200;1;;;
230128;2300;1;;;
230129;0000;1;;;
230129;0100;1;;;
230129;0200;1;;;
230129;0300;1;;;
230129;0400;1;;;
230129;0500;1;;;
230129;0600;1;;;
230129;0700;1;;;
230129;0800;1;;;
230129;0900;1;;;
230129;1000;1;;;
230129;1100;1;;;
230129;1200;1;;;
230129;1300;1;;;
230129;1400;1;;;
230129;1500;1;;;
230129;1600;1;;;
230129;1700;1;;;
230129;1800;1;;;
230129;1900;1;;;
230129;2000;1;;;
230129;2100;1;;;
230129;2200;1;;;
230129;2300;1;;;
230130;0000;1;;;
230130;0100;1;;;
230130;0200;1;;;
230130;0300;1;;;
230130;0400;1;;;
230130;0500;1;;;
230130;0600;1;;;
230130;0700;1;;;
230130;0800;1;;;
230130;0900;1;;;
230130;1000;1;;;
230130;1100;1;;;
230130;1200;1;;;
230130;1300;1;;;
230130;1400;1;;;
230130;1500;1;;;
230130;1600;1;;;
230130;1700;1;;;
230130;1800;1;;;
230130;1900;1;;;
230130;2000;1;;;
230130;2100;1;;;
230130;2200;1;;;
230130;2300;1;;;
230131;0000;1;;;
230131;0100;1;;;
230131;0200;1;;;
230131;0300;1;;;
230131;0400;1;;;
230131;0500;1;;;
230131;0600;1;;;
230131;0700;1;;;
230131;0800;1;;;
230131;0900;1;;;
230131;1000;1;;;
230131;1100;1;;;
230131;1200;1;;;
230131;1300;1;;;
230131;1400;1;;;
230131;1500;1;;;
230131;1600;1;;;
230131;1700;1;;;
230131;1800;1;;;
230131;1900;1;;;
230131;2000;1;;;
230131;2100;1;;;
230131;2200;1;;;
230131;2300;1;;;
230201;0000;1;;;
230201;0100;1;;;
230201;0200;1;;;
230201;0300;1;;;
230201;0400;1;;;
230201;0500;1;;;
230201;0600;1;;;
230201;0700;1;;;
230201;0800;1;;;
230201;0900;1;;;
230201;1000;1;;;
230201;1100;1;;;
230201;1200;1;;;
230201;1300;1;;;
230201;1400;1;;;
230201;1500;1;;;
230201;1600;;;;
230201;1700;1;;;
230201;1800;1;;;
230201;1900;1;;;
230201;2000;1;;;
230201;2100;1;;;
230201;2200;1;;;
230201;2300;1;;;
230202;0000;1;;;
230202;0100;1;;;
230202;0200;1;;;
230202;0300;1;;;
230202;0400;1;;;
230202;0500;1;;;
230202;0600;1;;;
230202;0700;1;;;
230202;0800;1;;;
230202;0900;1;;;
230202;1000;1;;;
230202;1100;1;;;
230202;1200;1;;;
230202;1300;1;;;
230202;1400;1;;;
230202;1500;1;;;
230202;1600;1;;;
230202;1700;1;;;
230202;1800;1;;;
230202;1900;1;;;
230202;2000;1;;;
230202;2100;1;;;
230202;2200;1;;;
230202;2300;1;;;
230203;0000;1;;;
230203;0100;1;;;
230203;0200;1;;;
230203;0300;1;;;
230203;0400;1;;;
230203;0500;1;;;
230203;0600;1;;;
230203;0700;1;;;
230203;0800;1;;;
230203;0900;1;;;
230203;1000;1;;;
230203;1100;1;;;
230203;1200;1;;;
230203;1300;1;;;
230203;1400;1;;;
230203;1500;1;;;
230203;1600;1;;;
230203;1700;1;;;
230203;1800;1;;;
230203;1900;1;;;
230203;2000;1;;;
230203;2100;1;;;
230203;2200;1;;;
230203;2300;1;;;
230204;0000;1;;;
230204;0100;1;;;
230204;0200;1;;;
230204;0300;1;;;
230204;0400;1;;;
230204;0500;1;;;
230204;0600;1;;;
230204;0700;1;;;
230204;0800;1;;;
230204;0900;1;;;
230204;1000;1;;;
230204;1100;1;;;
230204;1200;1;;;
230204;1300;1;;;
230204;1400;1;;;
230204;1500;1;;;
230204;1600;1;;;
230204;1700;1;;;
230204;1800;1;;;
230204;1900;1;;;
230204;2000;1;;;
230204;2100;1;;;
230204;2200;1;;;
230204;2300;1;;;
230205;0000;1;;;
230205;0100;1;;;
230205;0200;1;;;
230205;0300;1;;;
230205;0400;1;;;
230205;0500;1;;;
230205;0600;1;;;
230205;0700;1;;;
230205;0800;1;;;
230205;0900;1;;;
230205;1000;1;;;
230205;1100;1;;;
230205;1200;1;;;
230205;1300;1;;;
230205;1400;1;;;
230205;1500;1;;;
230205;1600;1;;;
230205;1700;1;;;
230205;1800;1;;;
230205;1900;1;;;
230205;2000;1;;;
230205;2100;1;;;
230205;2200;1;;;
230205;2300;1;;;
230206;0000;1;;;
230206;0100;1;;;
230206;0200;1;;;
230206;0300;1;;;
230206;0400;1;;;
230206;0500;1;;;
230206;0600;1;;;
230206;0700;1;;;
230206;0800;1;;;
230206;0900;1;;;
230206;1000;1;;;
230206;1100;1;;;
230206;1200;1;;;
230206;1300;1;;;
230206;1400;1;;;
230206;1500;1;;;
230206;1600;1;;;
230206;1700;1;;;
230206;1800;1;;;
230206;1900;1;;;
230206;2000;1;;;
230206;2100;1;;;
230206;2200;1;;;
230206;2300;1;;;
230207;0000;1;;;
230207;0100;1;;;
230207;0200;1;;;
230207;0300;1;;;
230207;0400;1;;;
230207;0500;1;;;
230207;0600;1;;;
230207;0700;1;;;
230207;0800;1;;;
230207;0900;1;;;
230207;1000;1;;;
230207;1100;1;;;
230207;1200;1;;;
230207;1300;1;;;
230207;1400;1;;;
230207;1500;1;;;
230207;1600;1;;;
230207;1700;1;;;
230207;1800;1;;;
230207;1900;1;;;
230207;2000;1;;;
230207;2100;1;;;
230207;2200;1;;;
230207;2300;1;;;
230208;0000;1;;;
230208;0100;1;;;
230208;0200;1;;;
230208;0300;1;;;
230208;0400;1;;;
230208;0500;1;;;
230208;0600;1;;;
230208;0700;1;;;
230208;0800;1;;;
230208;0900;1;;;
230208;1000;1;;;
230208;1100;1;;;
230208;1200;1;;;
230208;1300;1;;;
230208;1400;1;;;
230208;1500;1;;;
230208;1600;1;;;
230208;1700;1;;;
230208;1800;1;;;
230208;1900;1;;;
230208;2000;1;;;
230208;2100;1;;;
230208;2200;1;;;
230208;2300;1;;;
230209;0000;1;;;
230209;0100;1;;;
230209;0200;1;;;
230209;0300;1;;;
230209;0400;1;;;
230209;0500;1;;;
230209;0600;1;;;
230209;0700;1;;;
230209;0800;1;;;
230209;0900;1;;;
230209;1000;1;;;
230209;1100;1;;;
230209;1200;1;;;
230209;1300;1;;;
230209;1400;1;;;
230209;1500;1;;;
230209;1600;1;;;
230209;1700;1;;;
230209;1800;1;;;
230209;1900;1;;;
230209;2000;1;;;
230209;2100;1;;;
230209;2200;1;;;
230209;2300;1;;;
230210;0000;1;;;
230210;0100;1;;;
230210;0200;1;;;
230210;0300;1;;;
230210;0400;1;;;
230210;0500;1;;;
230210;0600;1;;;
230210;0700;1;;;
230210;0800;1;;;
230210;0900;1;;;
230210;1000;1;;;
230210;1100;1;;;
230210;1200;1;;;
230210;1300;1;;;
230210;1400;1;;;
230210;1500;1;;;
230210;1600;;;;
230210;1700;1;;;
230210;1800;1;;;
230210;1900;1;;;
230210;2000;1;;;
230210;2100;1;;;
230210;2200;1;;;
230210;2300;1;;;
230211;0000;1;;;
230211;0100;1;;;
230211;0200;1;;;
230211;0300;1;;;
230211;0400;1;;;
230211;0500;1;;;
230211;0600;1;;;
230211;0700;1;;;
230211;0800;1;;;
230211;0900;1;;;
230211;1000;1;;;
230211;1100;1;;;
230211;1200;1;;;
230211;1300;1;;;
230211;1400;1;;;
230211;1500;1;;;
230211;1600;1;;;
230211;1700;1;;;
230211;1800;1;;;
230211;1900;1;;;
230211;2000;1;;;
230211;2100;1;;;
230211;2200;1;;;
230211;2300;1;;;
230212;0000;1;;;
230212;0100;1;;;
230212;0200;1;;;
230212;0300;1;;;
230212;0400;1;;;
230212;0500;1;;;
230212;0600;1;;;
230212;0700;1;;;
230212;0800;1;;;
230212;0900;1;;;
230212;1000;1;;;
230212;1100;1;;;
230212;1200;1;;;
230212;1300;1;;;
230212;1400;1;;;
230212;1500;1;;;
230212;1600;1;;;
230212;1700;1;;;
230212;1800;1;;;
230212;1900;1;;;
230212;2000;1;;;
230212;2100;1;;;
230212;2200;1;;;
230212;2300;1;;;
230213;0000;1;;;
230213;0100;1;;;
230213;0200;1;;;
230213;0300;1;;;
230213;0400;1;;;
230213;0500;1;;;
230213;0600;1;;;
230213;0700;1;;;
230213;0800;1;;;
230213;0900;1;;;
230213;1000;1;;;
230213;1100;1;;;
230213;1200;1;;;
230213;1300;1;;;
230213;1400;1;;;
230213;1500;1;;;
230213;1600;1;;;
230213;1700;1;;;
230213;1800;1;;;
230213;1900;1;;;
230213;2000;1;;;
230213;2100;1;;;
230213;2200;1;;;
230213;2300;1;;;
230214;0000;1;;;
230214;0100;1;;;
230214;0200;1;;;
230214;0300;1;;;
230214;0400;1;;;
230214;0500;1;;;
230214;0600;1;;;
230214;0700;1;;;
230214;0800;1;;;
230214;0900;1;;;
230214;1000;1;;;
230214;1100;1;;;
230214;1200;1;;;
230214;1300;1;;;
230214;1400;1;;;
230214;1500;1;;;
230214;1600;1;;;
230214;1700;1;;;
230214;1800;1;;;
230214;1900;1;;;
230214;2000;1;;;
230214;2100;1;;;
230214;2200;1;;;
230214;2300;1;;;
230215;0000;1;;;
230215;0100;1;;;
230215;0200;1;;;
230215;0300;1;;;
230215;0400;1;;;
230215;0500;1;;;
230215;0600;1;;;
230215;0700;1;;;
230215;0800;1;;;
230215;0900;1;;;
230215;1000;1;;;
230215;1100;1;;;
230215;1200;1;;;
230215;1300;1;;;
230215;1400;1;;;
230215;1500;1;;;
230215;1600;;;;
230215;1700;1;;;
230215;1800;1;;;
230215;1900;1;;;
230215;2000;1;;;
230215;2100;1;;;
230215;2200;1;;;
230215;2300;1;;;
230216;0000;1;;;
230216;0100;1;;;
230216;0200;1;;;
230216;0300;1;;;
230216;0400;1;;;
230216;0500;1;;;
230216;0600;1;;;
230216;0700;1;;;
230216;0800;1;;;
230216;0900;1;;;
230216;1000;1;;;
230216;1100;1;;;
230216;1200;1;;;
230216;1300;1;;;
230216;1400;1;;;
230216;1500;1;;;
230216;1600;1;;;
230216;1700;1;;;
230216;1800;1;;;
230216;1900;1;;;
230216;2000;1;;;
230216;2100;1;;;
230216;2200;1;;;
230216;2300;1;;;
230217;0000;1;;;
230217;0100;1;;;
230217;0200;1;;;
230217;0300;1;;;
230217;0400;1;;;
230217;0500;1;;;
230217;0600;1;;;
230217;0700;1;;;
230217;0800;1;;;
230217;0900;1;;;
230217;1000;1;;;
230217;1100;1;;;
230217;1200;1;;;
230217;1300;1;;;
230217;1400;1;;;
230217;1500;1;;;
230217;1600;1;;;
230217;1700;1;;;
230217;1800;1;;;
230217;1900;1;;;
230217;2000;1;;;
230217;2100;1;;;
230217;2200;1;;;
230217;2300;1;;;
230218;0000;1;;;
230218;0100;1;;;
230218;0200;1;;;
230218;0300;1;;;
230218;0400;1;;;
230218;0500;1;;;
230218;0600;1;;;
230218;0700;1;;;
230218;0800;1;;;
230218;0900;1;;;
230218;1000;1;;;
230218;1100;1;;;
230218;1200;1;;;
230218;1300;1;;;
230218;1400;1;;;
230218;1500;1;;;
230218;1600;1;;;
230218;1700;1;;;
230218;1800;1;;;
230218;1900;1;;;
230218;2000;1;;;
230218;2100;1;;;
230218;2200;1;;;
230218;2300;1;;;
230219;0000;1;;;
230219;0100;1;;;
230219;0200;1;;;
230219;0300;1;;;
230219;0400;1;;;
230219;0500;1;;;
230219;0600;1;;;
230219;0700;1;;;
230219;0800;1;;;
230219;0900;1;;;
230219;1000;1;;;
230219;1100;1;;;
230219;1200;1;;;
230219;1300;1;;;
230219;1400;1;;;
230219;1500;1;;;
230219;1600;1;;;
230219;1700;1;;;
230219;1800;1;;;
230219;1900;1;;;
230219;2000;1;;;
230219;2100;1;;;
230219;2200;1;;;
230219;2300;1;;;
230220;0000;1;;;
230220;0100;1;;;
230220;0200;1;;;
230220;0300;1;;;
230220;0400;1;;;
230220;0500;1;;;
230220;0600;1;;;
230220;0700;1;;;
230220;0800;1;;;
230220;0900;1;;;
230220;1000;1;;;
230220;1100;1;;;
230220;1200;1;;;
230220;1300;1;;;
230220;1400;1;;;
230220;1500;1;;;
230220;1600;1;;;
230220;1700;1;;;
230220;1800;1;;;
230220;1900;1;;;
230220;2000;1;;;
230220;2100;1;;;
230220;2200;1;;;
230220;2300;1;;;
230221;0000;1;;;
230221;0100;1;;;
230221;0200;1;;;
230221;0300;1;;;
230221;0400;1;;;
230221;0500;1;;;
230221;0600;1;;;
230221;0700;1;;;
230221;0800;1;;;
230221;0900;1;;;
230221;1000;1;;;
230221;1100;1;;;
230221;1200;1;;;
230221;1300;1;;;
230221;1400;1;;;
230221;1500;1;;;
230221;1600;1;;;
230221;1700;1;;;
230221;1800;1;;;
230221;1900;1;;;
230221;2000;1;;;
230221;2100;1;;;
230221;2200;1;;;
230221;2300;1;;;
230222;0000;1;;;
230222;0100;1;;;
230222;0200;1;;;
230222;0300;1;;;
230222;0400;1;;;
230222;0500;1;;;
230222;0600;1;;;
230222;0700;1;;;
230222;0800;1;;;
230222;0900;1;;;
230222;1000;1;;;
230222;1100;1;;;
230222;1200;1;;;
230222;1300;1;;;
230222;1400;1;;;
230222;1500;1;;;
230222;1600;1;;;
230222;1700;1;;;
