PM10,Riesgo,PM2.5,CO,SO2,tmin,tavg,tmax,prcp,wspd,pres
6.0,Bajo,5.0,0.11,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
7.0,Bajo,6.0,0.13,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
4.0,Bajo,3.0,0.11,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
2.0,Bajo,1.0,0.1,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
2.0,Bajo,1.0,0.1,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
2.0,Bajo,1.0,0.1,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
3.0,Bajo,1.0,0.1,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
5.0,Bajo,2.0,0.11,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
6.0,Bajo,5.0,0.14,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
6.0,Bajo,3.0,0.19,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
12.0,Bajo,4.0,0.24,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
10.0,Bajo,8.0,0.2,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
9.0,Bajo,8.0,0.18,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
9.0,Bajo,5.0,0.15,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
7.0,Bajo,3.0,0.13,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
9.0,Bajo,3.0,0.11,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
7.0,Bajo,6.0,0.13,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
10.0,Bajo,9.0,0.16,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
7.0,Bajo,6.0,0.16,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
9.0,Bajo,6.0,0.16,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
11.0,Bajo,10.0,0.17,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
10.0,Bajo,9.0,0.14,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
8.0,Bajo,7.0,0.13,1.0,9.0,13.2,17.0,2.7,17.4,1010.9
6.0,Bajo,5.0,0.12,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
4.0,Bajo,2.0,0.1,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
3.0,Bajo,2.0,0.1,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
3.0,Bajo,2.0,0.1,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
2.0,Bajo,1.0,0.1,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
3.0,Bajo,2.0,0.1,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
5.0,Bajo,4.0,0.1,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
8.0,Bajo,7.0,0.14,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
8.0,Bajo,7.0,0.15,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
7.0,Bajo,6.0,0.15,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
12.0,Bajo,5.0,0.14,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
7.0,Bajo,6.0,0.14,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
6.0,Bajo,3.0,0.14,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
8.0,Bajo,3.0,0.12,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
8.0,Bajo,3.0,0.13,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
8.0,Bajo,7.0,0.11,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
6.0,Bajo,3.0,0.11,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
5.0,Bajo,1.0,0.11,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
4.0,Bajo,3.0,0.14,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
10.0,Bajo,3.0,0.16,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
8.0,Bajo,1.0,0.17,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
7.0,Bajo,1.0,0.16,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
7.0,Bajo,1.0,0.17,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
7.0,Bajo,1.0,0.22,1.0,10.8,14.2,18.8,0.0,20.6,1015.4
7.0,Bajo,1.0,0.11,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
3.0,Bajo,1.0,0.11,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
5.0,Bajo,4.0,0.1,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
2.0,Bajo,1.0,0.11,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
5.0,Bajo,3.0,0.12,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
16.0,Bajo,15.0,0.23,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
13.0,Bajo,9.0,0.16,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
7.0,Bajo,6.0,0.11,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
5.0,Bajo,4.0,0.11,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
10.0,Bajo,4.0,0.11,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
7.0,Bajo,4.0,0.1,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
6.0,Bajo,5.0,0.11,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
7.0,Bajo,4.0,0.1,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
5.0,Bajo,4.0,0.1,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
4.0,Bajo,3.0,0.1,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
6.0,Bajo,5.0,0.1,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
8.0,Bajo,4.0,0.1,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
6.0,Bajo,4.0,0.11,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
6.0,Bajo,4.0,0.1,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
5.0,Bajo,4.0,0.1,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
6.0,Bajo,5.0,0.11,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
11.0,Bajo,7.0,0.12,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
14.0,Bajo,7.0,0.26,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
7.0,Bajo,6.0,0.14,1.0,11.9,18.0,23.5,0.0,10.7,1016.4
6.0,Bajo,4.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
5.0,Bajo,4.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
4.0,Bajo,3.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
2.0,Bajo,1.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
2.0,Bajo,1.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
4.0,Bajo,3.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
4.0,Bajo,3.0,0.12,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
7.0,Bajo,6.0,0.11,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
6.0,Bajo,5.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
4.0,Bajo,3.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
6.0,Bajo,4.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
11.0,Bajo,3.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
7.0,Bajo,1.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
8.0,Bajo,1.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
7.0,Bajo,1.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
5.0,Bajo,1.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
3.0,Bajo,1.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
7.0,Bajo,2.5,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
11.0,Bajo,4.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
7.0,Bajo,2.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
5.0,Bajo,2.0,0.11,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
6.0,Bajo,1.0,0.12,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
4.0,Bajo,1.0,0.1,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
3.0,Bajo,1.0,0.11,1.0,11.0,19.4,27.0,0.0,15.9,1012.2
10.0,Bajo,1.0,0.1,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
5.0,Bajo,1.0,0.1,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
7.0,Bajo,6.0,0.1,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
5.0,Bajo,4.0,0.1,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
3.0,Bajo,2.0,0.1,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
4.0,Bajo,3.0,0.1,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
5.0,Bajo,4.0,0.11,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
10.0,Bajo,6.0,0.13,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
8.0,Bajo,5.0,0.15,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
10.0,Bajo,5.0,0.12,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
10.0,Bajo,7.0,0.15,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
9.0,Bajo,4.0,0.14,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
9.0,Bajo,1.0,0.14,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
8.0,Bajo,1.0,0.11,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
8.0,Bajo,1.0,0.1,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
5.0,Bajo,1.0,0.1,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
3.0,Bajo,1.0,0.1,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
6.0,Bajo,1.0,0.1,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
6.0,Bajo,4.0,0.11,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
7.0,Bajo,4.0,0.12,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
6.0,Bajo,2.0,0.11,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
10.0,Bajo,2.0,0.15,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
8.0,Bajo,7.0,0.12,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
5.0,Bajo,4.0,0.1,1.0,15.0,17.6,21.7,1.1,11.0,1009.6
6.0,Bajo,2.0,0.1,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
3.0,Bajo,1.0,0.1,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
2.0,Bajo,1.0,0.1,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
2.0,Bajo,1.0,0.1,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
2.0,Bajo,1.0,0.1,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
2.0,Bajo,1.0,0.19,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
6.0,Bajo,5.0,0.1,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
8.0,Bajo,7.0,0.11,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
6.0,Bajo,4.0,0.11,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
4.0,Bajo,3.0,0.11,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
8.0,Bajo,7.0,0.11,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
7.0,Bajo,6.0,0.11,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
7.0,Bajo,5.0,0.11,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
4.0,Bajo,3.0,0.1,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
15.0,Bajo,1.0,0.1,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
12.0,Bajo,3.0,0.12,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
14.0,Bajo,4.0,0.14,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
19.0,Bajo,8.0,0.17,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
10.0,Bajo,7.0,0.16,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
9.0,Bajo,8.0,0.13,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
21.0,Bajo,10.0,0.17,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
12.0,Bajo,6.0,0.18,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
31.0,Bajo,21.0,0.46,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
28.0,Bajo,14.0,0.43,1.0,14.0,16.6,21.0,1.7,9.9,1013.0
20.0,Bajo,17.0,0.43,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
22.0,Bajo,13.0,0.34,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
13.0,Bajo,8.0,0.21,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
7.0,Bajo,4.0,0.11,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
4.0,Bajo,1.0,0.11,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
2.0,Bajo,1.0,0.1,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
11.0,Bajo,10.0,0.14,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
10.0,Bajo,9.0,0.13,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
12.0,Bajo,9.0,0.18,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
13.0,Bajo,12.0,0.15,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
9.0,Bajo,8.0,0.11,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
10.0,Bajo,6.0,0.11,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
8.0,Bajo,6.0,0.11,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
9.0,Bajo,4.0,0.13,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
7.0,Bajo,2.0,0.1,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
5.0,Bajo,1.0,0.1,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
4.0,Bajo,1.0,0.11,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
8.0,Bajo,2.0,0.12,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
9.0,Bajo,8.0,0.12,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
12.0,Bajo,5.0,0.16,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
11.0,Bajo,4.0,0.16,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
13.0,Bajo,8.0,0.22,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
10.0,Bajo,8.0,0.2,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
9.0,Bajo,4.0,0.16,1.0,11.2,15.8,21.4,0.0,9.9,1012.6
8.0,Bajo,4.0,0.11,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
4.0,Bajo,3.0,0.11,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
2.0,Bajo,1.0,0.1,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
3.0,Bajo,1.0,0.1,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
2.0,Bajo,1.0,0.11,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
2.0,Bajo,1.0,0.14,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
13.0,Bajo,10.0,0.16,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
8.0,Bajo,6.0,0.15,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
4.0,Bajo,3.0,0.18,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
5.0,Bajo,2.0,0.2,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
11.0,Bajo,5.0,0.18,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
9.0,Bajo,6.0,0.18,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
5.0,Bajo,4.0,0.12,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
5.0,Bajo,4.0,0.12,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
6.0,Bajo,3.0,0.13,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
8.0,Bajo,4.0,0.13,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
10.0,Bajo,6.0,0.18,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
6.0,Bajo,5.0,0.16,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
9.0,Bajo,8.0,0.19,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
12.0,Bajo,11.0,0.18,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
15.0,Bajo,11.0,0.28,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
12.0,Bajo,9.0,0.26,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
7.0,Bajo,5.0,0.14,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
8.0,Bajo,3.0,0.16,1.0,13.0,15.9,21.6,13.3,12.9,1010.6
6.0,Bajo,4.0,0.14,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
5.0,Bajo,4.0,0.13,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
4.0,Bajo,3.0,0.13,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
2.0,Bajo,1.0,0.1,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
2.0,Bajo,1.0,0.11,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
3.0,Bajo,1.0,0.11,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
10.0,Bajo,8.0,0.19,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
9.0,Bajo,8.0,0.17,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
16.0,Bajo,11.0,0.24,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
22.0,Bajo,21.0,0.26,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
22.0,Bajo,13.0,0.27,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
16.0,Bajo,15.0,0.23,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
18.0,Bajo,17.0,0.31,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
24.0,Bajo,23.0,0.45,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
26.0,Bajo,21.0,0.45,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
39.0,Bajo,38.0,0.6,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
26.0,Bajo,25.0,0.49,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
35.0,Bajo,34.0,0.63,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
32.0,Bajo,31.0,0.58,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
32.0,Bajo,31.0,0.54,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
34.0,Bajo,33.0,0.57,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
25.0,Bajo,24.0,0.55,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
23.0,Bajo,22.0,0.46,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
14.0,Bajo,10.0,0.52,1.0,8.0,9.6,12.0,12.7,8.3,1018.5
10.0,Bajo,9.0,0.34,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
14.0,Bajo,13.0,0.36,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
8.0,Bajo,7.0,0.19,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
3.0,Bajo,2.0,0.14,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
2.0,Bajo,1.0,0.14,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
2.0,Bajo,1.0,0.12,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
8.0,Bajo,5.0,0.16,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
17.0,Bajo,16.0,0.27,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
11.0,Bajo,10.0,0.23,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
9.0,Bajo,8.0,0.18,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
15.0,Bajo,14.0,0.15,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
9.0,Bajo,8.0,0.16,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
5.0,Bajo,4.0,0.14,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
6.0,Bajo,2.0,0.11,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
9.0,Bajo,1.0,0.13,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
5.0,Bajo,1.0,0.14,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
8.0,Bajo,6.0,0.15,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
8.0,Bajo,7.0,0.19,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
7.0,Bajo,5.0,0.18,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
8.0,Bajo,5.0,0.2,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
14.0,Bajo,13.0,0.33,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
19.0,Bajo,18.0,0.4,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
20.0,Bajo,19.0,0.36,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
19.0,Bajo,18.0,0.3,1.0,8.0,12.0,17.0,1.9,14.2,1018.6
14.0,Bajo,13.0,0.27,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
19.0,Bajo,18.0,0.47,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
3.0,Bajo,2.0,0.33,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
5.0,Bajo,4.0,0.18,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
4.0,Bajo,2.0,0.23,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
5.0,Bajo,3.0,0.18,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
17.0,Bajo,16.0,0.23,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
6.0,Bajo,5.0,0.14,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
7.0,Bajo,6.0,0.13,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
5.0,Bajo,4.0,0.11,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
7.0,Bajo,6.0,0.12,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
6.0,Bajo,3.0,0.11,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
5.0,Bajo,4.0,0.1,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
5.0,Bajo,4.0,0.11,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
5.0,Bajo,4.0,0.1,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
15.0,Bajo,4.0,0.1,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
7.0,Bajo,5.0,0.1,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
8.0,Bajo,5.0,0.1,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
6.0,Bajo,2.0,0.1,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
16.0,Bajo,4.0,0.11,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
20.0,Bajo,19.0,0.22,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
10.0,Bajo,8.0,0.22,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
9.0,Bajo,6.0,0.35,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
16.0,Bajo,11.0,0.45,1.0,6.2,12.7,18.5,0.0,14.8,1018.3
10.0,Bajo,8.0,0.25,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
13.0,Bajo,12.0,0.34,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
11.0,Bajo,10.0,0.28,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
7.0,Bajo,6.0,0.11,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
2.0,Bajo,1.0,0.1,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
2.0,Bajo,1.0,0.1,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
4.0,Bajo,3.0,0.1,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
6.0,Bajo,2.0,0.12,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
6.0,Bajo,4.0,0.14,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
7.0,Bajo,5.0,0.14,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
9.0,Bajo,5.0,0.14,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
9.0,Bajo,8.0,0.12,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
13.0,Bajo,7.0,0.11,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
8.0,Bajo,5.0,0.1,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
4.0,Bajo,3.0,0.11,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
4.0,Bajo,1.0,0.1,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
3.0,Bajo,1.0,0.11,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
6.0,Bajo,3.0,0.11,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
7.0,Bajo,4.0,0.12,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
7.0,Bajo,6.0,0.18,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
16.0,Bajo,13.0,0.18,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
8.0,Bajo,7.0,0.19,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
9.0,Bajo,7.0,0.16,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
6.0,Bajo,5.0,0.14,1.0,7.4,13.6,18.8,0.0,12.9,1013.4
2.0,Bajo,1.0,0.12,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
2.0,Bajo,1.0,0.11,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
6.0,Bajo,5.0,0.1,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
5.0,Bajo,4.0,0.1,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
2.0,Bajo,1.0,0.1,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
6.0,Bajo,5.0,0.1,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
6.0,Bajo,5.0,0.11,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
14.0,Bajo,13.0,0.14,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
10.0,Bajo,9.0,0.12,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
7.0,Bajo,6.0,0.13,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
5.0,Bajo,4.0,0.12,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
7.0,Bajo,6.0,0.1,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
5.0,Bajo,4.0,0.11,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
5.0,Bajo,4.0,0.11,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
5.0,Bajo,2.0,0.1,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
6.0,Bajo,1.0,0.1,1.0,10.1,14.6,19.2,0.0,16.1,1013.5
