PM10,Riesgo,PM2.5,CO,SO2,tmin,tavg,tmax,prcp,wspd,pres
18.0,Bajo,6.0,0.14,1.0476190476190477,4.0,7.8,11.6,2.4,9.4,1015.7
26.0,Bajo,10.0,0.15,1.0571428571428572,4.0,7.8,11.6,2.4,9.4,1015.7
18.0,Bajo,12.0,0.2,1.0666666666666667,4.0,7.8,11.6,2.4,9.4,1015.7
13.0,Bajo,9.0,0.19,1.0761904761904761,4.0,7.8,11.6,2.4,9.4,1015.7
21.0,Bajo,11.0,0.18,1.0857142857142856,4.0,7.8,11.6,2.4,9.4,1015.7
19.0,Bajo,14.0,0.27,1.0952380952380953,4.0,7.8,11.6,2.4,9.4,1015.7
28.0,Bajo,16.0,0.28,1.1047619047619048,4.0,7.8,11.6,2.4,9.4,1015.7
44.0,Bajo,29.0,0.47,1.1142857142857143,4.0,7.8,11.6,2.4,9.4,1015.7
29.0,Bajo,28.0,0.45,1.1238095238095238,4.0,7.8,11.6,2.4,9.4,1015.7
36.0,Bajo,35.0,0.55,1.1333333333333333,4.0,7.8,11.6,2.4,9.4,1015.7
39.0,Bajo,37.0,0.62,1.1428571428571428,4.0,7.8,11.6,2.4,9.4,1015.7
28.0,Bajo,26.0,0.47,1.1523809523809523,4.0,7.8,11.6,2.4,9.4,1015.7
17.0,Bajo,16.0,0.32,1.161904761904762,4.0,7.8,11.6,2.4,9.4,1015.7
17.0,Bajo,16.0,0.29,1.8571428571428572,8.0,11.2,15.0,0.0,12.0,1016.7
9.0,Bajo,3.0,0.11,1.8666666666666667,8.0,11.2,15.0,0.0,12.0,1016.7
7.0,Bajo,6.0,0.1,1.8761904761904762,8.0,11.2,15.0,0.0,12.0,1016.7
7.0,Bajo,6.0,0.13,1.8857142857142857,8.0,11.2,15.0,0.0,12.0,1016.7
5.0,Bajo,4.0,0.1,1.8952380952380952,8.0,11.2,15.0,0.0,12.0,1016.7
3.0,Bajo,2.0,0.1,1.9047619047619047,8.0,11.2,15.0,0.0,12.0,1016.7
14.0,Bajo,6.0,0.15,1.9142857142857144,8.0,11.2,15.0,0.0,12.0,1016.7
24.0,Bajo,10.0,0.25,1.9238095238095239,8.0,11.2,15.0,0.0,12.0,1016.7
34.0,Bajo,28.0,0.41,1.9333333333333333,8.0,11.2,15.0,0.0,12.0,1016.7
22.0,Bajo,18.0,0.3,1.942857142857143,8.0,11.2,15.0,0.0,12.0,1016.7
22.0,Bajo,17.0,0.27,1.9523809523809526,8.0,11.2,15.0,0.0,12.0,1016.7
24.0,Bajo,10.0,0.14,1.961904761904762,8.0,11.2,15.0,0.0,12.0,1016.7
18.0,Bajo,7.0,0.16,1.9714285714285715,8.0,11.2,15.0,0.0,12.0,1016.7
15.0,Bajo,6.0,0.13,1.980952380952381,8.0,11.2,15.0,0.0,12.0,1016.7
19.0,Bajo,9.0,0.12,1.9904761904761905,8.0,11.2,15.0,0.0,12.0,1016.7
19.0,Bajo,8.0,0.11,2.0,8.0,11.2,15.0,0.0,12.0,1016.7
15.0,Bajo,6.0,0.12,1.9898989898989898,8.0,11.2,15.0,0.0,12.0,1016.7
28.0,Bajo,12.0,0.21,1.97979797979798,8.0,11.2,15.0,0.0,12.0,1016.7
31.0,Bajo,19.0,0.28,1.9696969696969697,8.0,11.2,15.0,0.0,12.0,1016.7
25.0,Bajo,18.0,0.31,1.9595959595959596,8.0,11.2,15.0,0.0,12.0,1016.7
17.0,Bajo,16.0,0.27,1.9494949494949494,8.0,11.2,15.0,0.0,12.0,1016.7
16.0,Bajo,10.0,0.18,1.9393939393939394,8.0,11.2,15.0,0.0,12.0,1016.7
14.0,Bajo,5.0,0.13,1.9292929292929293,8.0,11.2,15.0,0.0,12.0,1016.7
10.0,Bajo,5.0,0.13,1.9191919191919191,8.0,11.2,15.0,0.0,12.0,1016.7
33.0,Bajo,31.0,0.55,1.1818181818181819,-1.0,4.2,11.0,0.0,8.0,1024.8
23.0,Bajo,22.0,0.38,1.1717171717171717,-1.0,4.2,11.0,0.0,8.0,1024.8
22.0,Bajo,21.0,0.37,1.1616161616161618,-1.0,4.2,11.0,0.0,8.0,1024.8
10.0,Bajo,6.0,0.12,1.1515151515151514,-1.0,4.2,11.0,0.0,8.0,1024.8
9.0,Bajo,5.0,0.16,1.1414141414141414,-1.0,4.2,11.0,0.0,8.0,1024.8
8.0,Bajo,6.0,0.1,1.1313131313131315,-1.0,4.2,11.0,0.0,8.0,1024.8
14.0,Bajo,7.0,0.14,1.121212121212121,-1.0,4.2,11.0,0.0,8.0,1024.8
18.0,Bajo,17.0,0.14,1.1111111111111112,-1.0,4.2,11.0,0.0,8.0,1024.8
62.0,Medio,40.0,0.41,1.101010101010101,-1.0,4.2,11.0,0.0,8.0,1024.8
26.0,Bajo,14.0,0.24,1.0909090909090908,-1.0,4.2,11.0,0.0,8.0,1024.8
33.0,Bajo,19.0,0.23,1.0808080808080809,-1.0,4.2,11.0,0.0,8.0,1024.8
17.0,Bajo,9.0,0.13,1.0707070707070707,-1.0,4.2,11.0,0.0,8.0,1024.8
16.0,Bajo,8.0,0.13,1.0606060606060606,-1.0,4.2,11.0,0.0,8.0,1024.8
25.0,Bajo,10.0,0.12,1.0505050505050506,-1.0,4.2,11.0,0.0,8.0,1024.8
22.0,Bajo,11.0,0.17,1.0404040404040404,-1.0,4.2,11.0,0.0,8.0,1024.8
23.5,Bajo,13.5,0.15,1.0303030303030303,-1.0,4.2,11.0,0.0,8.0,1024.8
25.0,Bajo,16.0,0.21000000000000002,1.0202020202020203,-1.0,4.2,11.0,0.0,8.0,1024.8
32.0,Bajo,27.0,0.27,1.0101010101010102,-1.0,4.2,11.0,0.0,8.0,1024.8
46.0,Medio,42.0,0.51,1.0,-1.0,4.2,11.0,0.0,8.0,1024.8
72.0,Medio,66.0,0.85,1.0,-1.0,4.2,11.0,0.0,8.0,1024.8
73.0,Medio,69.0,0.98,1.0,-1.0,4.2,11.0,0.0,8.0,1024.8
83.0,Medio,82.0,1.11,1.0,-1.0,4.2,11.0,0.0,8.0,1024.8
156.0,Alto,155.0,2.22,1.0,-1.0,4.2,11.0,0.0,8.0,1024.8
134.0,Medio,133.0,1.98,1.0,-1.0,4.2,11.0,0.0,8.0,1024.8
78.0,Medio,77.0,1.6,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
53.0,Medio,52.0,1.11,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
109.0,Medio,108.0,2.2,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
56.0,Medio,55.0,1.32,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
99.0,Medio,98.0,1.9,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
38.0,Bajo,37.0,0.84,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
98.0,Medio,97.0,1.91,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
124.0,Medio,122.0,1.45,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
77.0,Medio,60.0,0.76,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
52.0,Medio,39.0,0.33,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
74.0,Medio,61.0,0.57,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
38.0,Bajo,25.0,0.27,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
35.0,Bajo,16.0,0.25,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
30.0,Bajo,8.0,0.21,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
28.0,Bajo,8.0,0.19,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
28.0,Bajo,9.0,0.19,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
35.0,Bajo,13.0,0.25,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
58.0,Medio,23.0,0.51,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
328.0,Alto,232.0,2.74,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
397.0,Alto,270.0,3.89,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
203.0,Alto,117.0,1.81,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
111.0,Medio,79.0,1.12,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
310.0,Alto,289.0,4.4,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
450.0,Alto,449.0,7.51,1.0,-4.0,3.8,14.0,0.0,11.1,1027.4
425.0,Alto,424.0,7.28,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
265.0,Alto,264.0,5.76,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
268.0,Alto,267.0,6.3,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
122.0,Medio,120.0,3.35,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
109.0,Medio,108.0,1.99,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
109.0,Medio,108.0,2.45,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
167.0,Alto,166.0,2.32,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
291.0,Alto,272.0,2.99,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
371.0,Alto,322.0,3.49,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
187.0,Alto,158.0,1.42,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
74.0,Medio,44.0,0.54,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
30.0,Bajo,14.0,0.19,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
28.0,Bajo,11.0,0.14,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
36.0,Bajo,9.0,0.17,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
37.0,Bajo,13.0,0.17,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
30.0,Bajo,10.0,0.11,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
21.0,Bajo,9.0,0.14,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
78.0,Medio,33.0,0.54,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
180.0,Alto,82.0,1.1,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
196.0,Alto,146.0,2.09,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
295.0,Alto,214.0,3.63,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
369.0,Alto,318.0,5.2,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
609.0,Alto,579.0,8.71,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
558.0,Alto,520.0,9.14,1.0,-2.9,5.0,17.0,0.0,7.7,1023.9
225.0,Alto,219.0,4.12,1.0,-3.1,4.9,16.7,0.0,8.9,1024.9
211.0,Alto,203.0,3.85,1.0,-3.1,4.9,16.7,0.0,8.9,1024.9
112.0,Medio,111.0,2.71,1.0,-3.1,4.9,16.7,0.0,8.9,1024.9
79.0,Medio,78.0,1.77,1.0,-3.1,4.9,16.7,0.0,8.9,1024.9
116.0,Medio,115.0,2.44,1.0,-3.1,4.9,16.7,0.0,8.9,1024.9
55.0,Medio,54.0,1.14,1.0,-3.1,4.9,16.7,0.0,8.9,1024.9
65.0,Medio,63.0,0.98,1.0,-3.1,4.9,16.7,0.0,8.9,1024.9
148.0,Medio,131.0,1.31,1.00990099009901,-3.1,4.9,16.7,0.0,8.9,1024.9
131.0,Medio,105.0,1.25,1.0198019801980198,-3.1,4.9,16.7,0.0,8.9,1024.9
105.0,Medio,88.0,0.96,1.0297029702970297,-3.1,4.9,16.7,0.0,8.9,1024.9
56.0,Medio,32.0,0.47,1.0396039603960396,-3.1,4.9,16.7,0.0,8.9,1024.9
39.0,Bajo,25.0,0.27,1.0495049504950495,-3.1,4.9,16.7,0.0,8.9,1024.9
62.0,Medio,44.0,0.44,1.0594059405940595,-3.1,4.9,16.7,0.0,8.9,1024.9
47.0,Medio,11.0,0.22,1.0693069306930694,-3.1,4.9,16.7,0.0,8.9,1024.9
39.0,Bajo,10.0,0.21,1.0792079207920793,-3.1,4.9,16.7,0.0,8.9,1024.9
31.0,Bajo,10.0,0.14,1.0891089108910892,-3.1,4.9,16.7,0.0,8.9,1024.9
43.0,Bajo,17.0,0.21,1.099009900990099,-3.1,4.9,16.7,0.0,8.9,1024.9
95.0,Medio,30.0,0.49,1.108910891089109,-3.1,4.9,16.7,0.0,8.9,1024.9
337.0,Alto,198.0,2.57,1.118811881188119,-3.1,4.9,16.7,0.0,8.9,1024.9
499.0,Alto,373.0,4.82,1.1287128712871288,-3.1,4.9,16.7,0.0,8.9,1024.9
294.0,Alto,205.0,2.95,1.1386138613861387,-3.1,4.9,16.7,0.0,8.9,1024.9
143.0,Medio,110.0,1.77,1.1485148514851484,-3.1,4.9,16.7,0.0,8.9,1024.9
286.0,Alto,257.0,4.68,1.1584158415841583,-3.1,4.9,16.7,0.0,8.9,1024.9
425.0,Alto,407.0,7.16,1.1683168316831682,-3.1,4.9,16.7,0.0,8.9,1024.9
64.0,Medio,57.0,1.38,1.891089108910891,8.9,12.4,19.5,0.0,10.3,1011.1
20.0,Bajo,10.0,0.2,1.900990099009901,8.9,12.4,19.5,0.0,10.3,1011.1
9.0,Bajo,8.0,0.12,1.9108910891089108,8.9,12.4,19.5,0.0,10.3,1011.1
23.0,Bajo,5.0,0.11,1.9207920792079207,8.9,12.4,19.5,0.0,10.3,1011.1
22.0,Bajo,3.0,0.1,1.9306930693069306,8.9,12.4,19.5,0.0,10.3,1011.1
3.0,Bajo,2.0,0.1,1.9405940594059405,8.9,12.4,19.5,0.0,10.3,1011.1
6.0,Bajo,3.0,0.1,1.9504950495049505,8.9,12.4,19.5,0.0,10.3,1011.1
27.0,Bajo,17.0,0.3,1.9603960396039604,8.9,12.4,19.5,0.0,10.3,1011.1
38.0,Bajo,19.0,0.33,1.9702970297029703,8.9,12.4,19.5,0.0,10.3,1011.1
31.0,Bajo,18.0,0.27,1.9801980198019802,8.9,12.4,19.5,0.0,10.3,1011.1
18.0,Bajo,6.0,0.17,1.99009900990099,8.9,12.4,19.5,0.0,10.3,1011.1
21.0,Bajo,7.0,0.11,2.0,8.9,12.4,19.5,0.0,10.3,1011.1
30.0,Bajo,5.0,0.1,2.0,8.9,12.4,19.5,0.0,10.3,1011.1
24.0,Bajo,3.0,0.11,2.0,8.9,12.4,19.5,0.0,10.3,1011.1
24.0,Bajo,3.0,0.12,2.0,8.9,12.4,19.5,0.0,10.3,1011.1
26.0,Bajo,15.0,0.14,2.0,8.9,12.4,19.5,0.0,10.3,1011.1
22.0,Bajo,11.0,0.19,2.0,8.9,12.4,19.5,0.0,10.3,1011.1
27.0,Bajo,21.0,0.24,2.0,8.9,12.4,19.5,0.0,10.3,1011.1
35.0,Bajo,27.0,0.33,2.0,8.9,12.4,19.5,0.0,10.3,1011.1
34.0,Bajo,15.0,0.36,2.0,8.9,12.4,19.5,0.0,10.3,1011.1
31.0,Bajo,21.0,0.38,2.0,8.9,12.4,19.5,0.0,10.3,1011.1
29.0,Bajo,21.0,0.41,2.0,8.9,12.4,19.5,0.0,10.3,1011.1
28.0,Bajo,25.0,0.52,2.0,8.9,12.4,19.5,0.0,10.3,1011.1
17.0,Bajo,10.0,0.32,2.0,8.9,12.4,19.5,0.0,10.3,1011.1
13.0,Bajo,9.0,0.27,2.0,6.0,9.8,16.0,0.0,6.6,1016.6
9.0,Bajo,5.0,0.12,1.9940119760479043,6.0,9.8,16.0,0.0,6.6,1016.6
9.0,Bajo,3.0,0.18,1.9880239520958083,6.0,9.8,16.0,0.0,6.6,1016.6
9.0,Bajo,4.0,0.1,1.9820359281437125,6.0,9.8,16.0,0.0,6.6,1016.6
5.0,Bajo,4.0,0.14,1.9760479041916168,6.0,9.8,16.0,0.0,6.6,1016.6
13.0,Bajo,6.0,0.24,1.970059880239521,6.0,9.8,16.0,0.0,6.6,1016.6
21.0,Bajo,20.0,0.29,1.964071856287425,6.0,9.8,16.0,0.0,6.6,1016.6
39.0,Bajo,33.0,0.41,1.9580838323353293,6.0,9.8,16.0,0.0,6.6,1016.6
70.0,Medio,45.0,0.69,1.9520958083832336,6.0,9.8,16.0,0.0,6.6,1016.6
24.0,Bajo,14.0,0.21,1.9461077844311376,6.0,9.8,16.0,0.0,6.6,1016.6
10.0,Bajo,9.0,0.12,1.9401197604790419,6.0,9.8,16.0,0.0,6.6,1016.6
13.0,Bajo,7.0,0.12,1.9341317365269461,6.0,9.8,16.0,0.0,6.6,1016.6
17.0,Bajo,5.0,0.1,1.9281437125748504,6.0,9.8,16.0,0.0,6.6,1016.6
21.0,Bajo,3.0,0.1,1.9221556886227544,6.0,9.8,16.0,0.0,6.6,1016.6
12.0,Bajo,6.0,0.1,1.9161676646706587,6.0,9.8,16.0,0.0,6.6,1016.6
12.0,Bajo,5.0,0.1,1.910179640718563,6.0,9.8,16.0,0.0,6.6,1016.6
20.0,Bajo,5.0,0.11,1.904191616766467,6.0,9.8,16.0,0.0,6.6,1016.6
31.0,Bajo,17.0,0.32,1.8982035928143712,6.0,9.8,16.0,0.0,6.6,1016.6
71.0,Medio,57.0,0.63,1.8922155688622755,6.0,9.8,16.0,0.0,6.6,1016.6
63.0,Medio,51.0,0.71,1.8862275449101795,6.0,9.8,16.0,0.0,6.6,1016.6
75.0,Medio,63.0,0.89,1.8802395209580838,6.0,9.8,16.0,0.0,6.6,1016.6
31.0,Bajo,23.0,0.61,1.874251497005988,6.0,9.8,16.0,0.0,6.6,1016.6
29.0,Bajo,26.0,0.57,1.8682634730538923,6.0,9.8,16.0,0.0,6.6,1016.6
69.0,Medio,63.0,1.13,1.8622754491017963,6.0,9.8,16.0,0.0,6.6,1016.6
42.0,Bajo,39.0,0.7,1.1377245508982035,1.0,5.2,9.9,0.0,9.2,1016.6
35.0,Bajo,32.0,0.73,1.1317365269461077,1.0,5.2,9.9,0.0,9.2,1016.6
68.0,Medio,60.0,1.35,1.125748502994012,1.0,5.2,9.9,0.0,9.2,1016.6
23.0,Bajo,22.0,0.57,1.1197604790419162,1.0,5.2,9.9,0.0,9.2,1016.6
20.0,Bajo,19.0,0.71,1.1137724550898203,1.0,5.2,9.9,0.0,9.2,1016.6
24.0,Bajo,23.0,0.6,1.1077844311377245,1.0,5.2,9.9,0.0,9.2,1016.6
17.0,Bajo,16.0,0.12,1.1017964071856285,1.0,5.2,9.9,0.0,9.2,1016.6
26.0,Bajo,25.0,0.27,1.0958083832335328,1.0,5.2,9.9,0.0,9.2,1016.6
29.0,Bajo,21.0,0.41,1.089820359281437,1.0,5.2,9.9,0.0,9.2,1016.6
44.0,Bajo,40.0,0.46,1.0838323353293413,1.0,5.2,9.9,0.0,9.2,1016.6
19.0,Bajo,14.0,0.11,1.0778443113772456,1.0,5.2,9.9,0.0,9.2,1016.6
14.0,Bajo,9.0,0.11,1.0718562874251496,1.0,5.2,9.9,0.0,9.2,1016.6
16.0,Bajo,6.0,0.1,1.0658682634730539,1.0,5.2,9.9,0.0,9.2,1016.6
22.0,Bajo,6.0,0.13,1.059880239520958,1.0,5.2,9.9,0.0,9.2,1016.6
12.0,Bajo,4.0,0.12,1.0538922155688621,1.0,5.2,9.9,0.0,9.2,1016.6
10.0,Bajo,9.0,0.11,1.0479041916167664,1.0,5.2,9.9,0.0,9.2,1016.6
22.0,Bajo,8.0,0.2,1.0419161676646707,1.0,5.2,9.9,0.0,9.2,1016.6
43.0,Bajo,31.0,0.79,1.035928143712575,1.0,5.2,9.9,0.0,9.2,1016.6
131.0,Medio,116.0,1.38,1.029940119760479,1.0,5.2,9.9,0.0,9.2,1016.6
253.0,Alto,233.0,3.13,1.0239520958083832,1.0,5.2,9.9,0.0,9.2,1016.6
273.0,Alto,252.0,4.13,1.0179640718562872,1.0,5.2,9.9,0.0,9.2,1016.6
409.0,Alto,399.0,5.83,1.0119760479041915,1.0,5.2,9.9,0.0,9.2,1016.6
194.0,Alto,192.0,3.46,1.0059880239520957,1.0,5.2,9.9,0.0,9.2,1016.6
129.0,Medio,120.0,2.11,1.0,1.0,5.2,9.9,0.0,9.2,1016.6
133.0,Medio,132.0,2.24,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
26.0,Bajo,25.0,0.61,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
66.0,Medio,65.0,1.39,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
35.0,Bajo,34.0,0.91,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
42.0,Bajo,39.0,0.98,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
21.0,Bajo,19.0,0.48,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
33.0,Bajo,29.0,0.58,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
77.0,Medio,70.0,0.79,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
61.0,Medio,60.0,0.9,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
100.0,Medio,99.0,1.37,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
64.0,Medio,63.0,0.85,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
65.0,Medio,61.0,0.71,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
69.0,Medio,68.0,0.77,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
37.0,Bajo,29.0,0.43,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
33.0,Bajo,29.0,0.4,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
46.0,Medio,33.0,0.49,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
51.0,Medio,39.0,0.69,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
73.0,Medio,68.0,0.86,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
73.0,Medio,72.0,1.15,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
246.0,Alto,245.0,3.22,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
114.0,Medio,112.0,2.19,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
146.0,Medio,145.0,2.28,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
99.0,Medio,98.0,1.39,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
43.0,Bajo,42.0,0.95,1.0,0.3,4.1,10.2,0.3,7.8,1004.6
40.0,Bajo,37.0,0.8,1.0,1.6,5.2,7.2,17.5,17.1,996.5
20.0,Bajo,19.0,0.45,1.0,1.6,5.2,7.2,17.5,17.1,996.5
16.0,Bajo,15.0,0.25,1.0,1.6,5.2,7.2,17.5,17.1,996.5
11.0,Bajo,10.0,0.18,1.0,1.6,5.2,7.2,17.5,17.1,996.5
8.0,Bajo,7.0,0.12,1.0,1.6,5.2,7.2,17.5,17.1,996.5
18.0,Bajo,17.0,0.21,1.0,1.6,5.2,7.2,17.5,17.1,996.5
21.0,Bajo,20.0,0.2,1.0,1.6,5.2,7.2,17.5,17.1,996.5
46.0,Medio,45.0,0.46,1.0,1.6,5.2,7.2,17.5,17.1,996.5
35.0,Bajo,31.0,0.4,1.0,1.6,5.2,7.2,17.5,17.1,996.5
41.0,Bajo,40.0,0.47,1.0,1.6,5.2,7.2,17.5,17.1,996.5
24.0,Bajo,18.0,0.27,1.0,1.6,5.2,7.2,17.5,17.1,996.5
32.0,Bajo,31.0,0.38,1.0,1.6,5.2,7.2,17.5,17.1,996.5
31.0,Bajo,30.0,0.42,1.0,1.6,5.2,7.2,17.5,17.1,996.5
58.0,Medio,57.0,0.67,1.0,1.6,5.2,7.2,17.5,17.1,996.5
44.0,Bajo,43.0,0.53,1.0,1.6,5.2,7.2,17.5,17.1,996.5
50.0,Medio,49.0,0.79,1.0,1.6,5.2,7.2,17.5,17.1,996.5
59.0,Medio,58.0,0.71,1.0,1.6,5.2,7.2,17.5,17.1,996.5
33.0,Bajo,32.0,0.49,1.0,1.6,5.2,7.2,17.5,17.1,996.5
91.0,Medio,90.0,1.05,1.0,1.6,5.2,7.2,17.5,17.1,996.5
78.0,Medio,77.0,0.97,1.0,1.6,5.2,7.2,17.5,17.1,996.5
70.0,Medio,69.0,0.91,1.0,1.6,5.2,7.2,17.5,17.1,996.5
94.0,Medio,91.0,1.38,1.0,1.6,5.2,7.2,17.5,17.1,996.5
21.0,Bajo,19.0,0.4,1.0,1.6,5.2,7.2,17.5,17.1,996.5
39.0,Bajo,38.0,0.52,1.0,1.6,5.2,7.2,17.5,17.1,996.5
26.0,Bajo,25.0,0.46,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
18.0,Bajo,17.0,0.35,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
10.0,Bajo,7.0,0.32,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
21.0,Bajo,20.0,0.34,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
11.0,Bajo,10.0,0.16,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
9.0,Bajo,7.0,0.13,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
10.0,Bajo,7.0,0.13,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
38.0,Bajo,37.0,0.39,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
43.0,Bajo,34.0,0.5,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
34.0,Bajo,29.0,0.39,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
33.0,Bajo,31.0,0.42,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
27.0,Bajo,24.0,0.27,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
39.0,Bajo,30.0,0.44,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
21.0,Bajo,18.0,0.29,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
23.0,Bajo,21.0,0.25,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
25.0,Bajo,23.0,0.28,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
26.0,Bajo,20.0,0.29,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
29.0,Bajo,25.0,0.31,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
42.0,Bajo,38.0,0.5,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
70.0,Medio,69.0,0.94,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
41.0,Bajo,36.0,0.55,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
44.0,Bajo,43.0,0.63,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
26.0,Bajo,22.0,0.38,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
25.0,Bajo,23.0,0.35,1.0,0.1,2.3,7.3,0.0,8.8,1003.2
22.0,Bajo,21.0,0.27,1.0,3.0,5.4,9.0,9.5,12.7,1004.7
11.0,Bajo,10.0,0.17,1.0,3.0,5.4,9.0,9.5,12.7,1004.7
10.0,Bajo,9.0,0.15,1.0,3.0,5.4,9.0,9.5,12.7,1004.7
8.0,Bajo,5.0,0.12,1.0,3.0,5.4,9.0,9.5,12.7,1004.7
9.0,Bajo,2.0,0.1,1.0,3.0,5.4,9.0,9.5,12.7,1004.7
6.0,Bajo,3.0,0.1,1.0,3.0,5.4,9.0,9.5,12.7,1004.7
5.0,Bajo,4.0,0.1,1.0,3.0,5.4,9.0,9.5,12.7,1004.7
11.0,Bajo,10.0,0.11,1.0,3.0,5.4,9.0,9.5,12.7,1004.7
23.0,Bajo,20.0,0.17,1.0,3.0,5.4,9.0,9.5,12.7,1004.7
18.0,Bajo,14.0,0.14,1.0,3.0,5.4,9.0,9.5,12.7,1004.7
19.0,Bajo,15.0,0.18,1.0,3.0,5.4,9.0,9.5,12.7,1004.7
13.0,Bajo,10.0,0.18,1.0,3.0,5.4,9.0,9.5,12.7,1004.7
18.0,Bajo,9.0,0.21,1.0,3.0,5.4,9.0,9.5,12.7,1004.7
